# ACS wfc_F435W total throughput
# File taken from http://www.stsci.edu/hst/acs/analysis/throughputs/tables/wfc_F435W.dat
#
#  Thinned by galsim.utilities.thin_tabulated_values to a relative error of 1.e-3
#  with fast_search=False.
#
# Wavelength(nm)  Throughput(0-1)
     300.00       0.00000
     348.30       0.00000
     352.00       0.00002
     356.80       0.00065
     359.00       0.00150
     360.00       0.00282
     363.00       0.00919
     363.70       0.01205
     366.10       0.02512
     366.70       0.02669
     367.90       0.03169
     368.50       0.03599
     369.90       0.04743
     371.80       0.05845
     372.70       0.06395
     372.90       0.06518
     375.00       0.09020
     375.90       0.09865
     377.50       0.10918
     379.30       0.12428
     379.80       0.12853
     381.10       0.13265
     381.30       0.13527
     382.00       0.14457
     382.50       0.14730
     382.90       0.14950
     384.30       0.16501
     385.10       0.17039
     385.70       0.17594
     385.80       0.17688
     388.30       0.19282
     389.20       0.19791
     389.30       0.19903
     389.50       0.20126
     390.00       0.20690
     390.70       0.21038
     392.40       0.22783
     393.30       0.23557
     394.50       0.24411
     395.90       0.25261
     396.90       0.25586
     397.70       0.25905
     399.30       0.26501
     399.90       0.26774
     401.10       0.26906
     401.40       0.27215
     401.50       0.27318
     402.40       0.27844
     403.00       0.27855
     403.70       0.28611
     403.90       0.28828
     405.10       0.28766
     405.60       0.29342
     406.00       0.29806
     406.60       0.29780
     407.40       0.29985
     407.80       0.30209
     407.90       0.30265
     409.10       0.29628
     409.30       0.29829
     410.00       0.30533
     410.40       0.30223
     410.50       0.30145
     411.00       0.29755
     411.50       0.30062
     411.90       0.30309
     412.60       0.30243
     412.90       0.30179
     414.00       0.31361
     414.20       0.31289
     414.70       0.31108
     414.80       0.31072
     415.70       0.31433
     415.90       0.31557
     417.10       0.31311
     417.40       0.31590
     418.00       0.32151
     418.30       0.32035
     418.50       0.31958
     419.00       0.31762
     419.40       0.32039
     419.60       0.32178
     420.00       0.32456
     420.70       0.32309
     420.90       0.32267
     422.10       0.33667
     422.40       0.33453
     423.10       0.33201
     424.00       0.34799
     424.40       0.34269
     424.80       0.33738
     425.00       0.33473
     425.50       0.34198
     425.80       0.34633
     426.00       0.34924
     426.70       0.33887
     427.00       0.33441
     428.00       0.34688
     428.10       0.34584
     428.70       0.33962
     429.00       0.33650
     429.70       0.33706
     429.90       0.33722
     431.00       0.32546
     431.10       0.32686
     431.20       0.32826
     431.40       0.33107
     431.50       0.33247
     431.80       0.33669
     432.00       0.33950
     432.70       0.33854
     432.90       0.33827
     434.10       0.34549
     434.20       0.34464
     434.40       0.34293
     434.60       0.34122
     434.70       0.34036
     435.00       0.33779
     435.70       0.34769
     435.90       0.35052
     437.10       0.35046
     437.30       0.35192
     438.10       0.35642
     438.30       0.35521
     439.10       0.35198
     440.00       0.36109
     441.20       0.36116
     441.60       0.36235
     442.00       0.36354
     442.60       0.35616
     442.90       0.35247
     444.10       0.35485
     444.30       0.35302
     445.00       0.34662
     445.20       0.34816
     445.50       0.35046
     445.80       0.35276
     447.10       0.35032
     447.50       0.35314
     447.80       0.35526
     448.80       0.35439
     450.10       0.35911
     450.20       0.35810
     450.30       0.35709
     451.00       0.35004
     452.00       0.35568
     452.30       0.35340
     452.90       0.34883
     454.10       0.36479
     454.60       0.36810
     456.30       0.37562
     457.10       0.37993
     457.50       0.37748
     459.00       0.37101
     459.10       0.36843
     459.30       0.36325
     459.60       0.35549
     460.00       0.34514
     460.70       0.36472
     460.90       0.37031
     461.00       0.37310
     462.00       0.35573
     462.10       0.35654
     462.40       0.35897
     463.00       0.36383
     463.60       0.36090
     464.00       0.35896
     464.70       0.36091
     464.90       0.36147
     466.10       0.35454
     466.30       0.35570
     466.60       0.35743
     467.00       0.35974
     467.90       0.34779
     468.60       0.35091
     468.80       0.35239
     469.00       0.35387
     469.70       0.34753
     469.90       0.34572
     471.10       0.35187
     471.20       0.35133
     471.60       0.34917
     473.00       0.33930
     473.30       0.34207
     473.50       0.34391
     474.00       0.34852
     474.50       0.34510
     474.80       0.34305
     475.00       0.34168
     476.10       0.34947
     476.90       0.34905
     478.00       0.35314
     478.60       0.33950
     479.50       0.31603
     479.70       0.31028
     479.80       0.30740
     480.00       0.30165
     480.70       0.24508
     480.80       0.23699
     480.90       0.22891
     482.20       0.14437
     483.00       0.08585
     483.10       0.08159
     483.30       0.07308
     484.00       0.04326
     485.00       0.02074
     485.20       0.01874
     486.00       0.01072
     487.00       0.00553
     489.60       0.00179
     494.00       0.00032
     498.00       0.00005
     507.10       0.00001
     558.10       0.00000
     817.50       0.00000
    1050.00       0.00000
