# ACS wfc_F606W total throughput
# File taken from http://www.stsci.edu/hst/acs/analysis/throughputs/tables/wfc_F606W.dat
#
#  Thinned by galsim.utilities.thin_tabulated_values to a relative error of 1.e-3
#  with fast_search=False.
#
# Wavelength(nm)  Throughput(0-1)
     698.60       0.42689
     698.70       0.42471
     699.00       0.41818
     699.60       0.42883
     699.90       0.43416
     701.10       0.41964
     701.30       0.42143
     702.10       0.42511
     702.30       0.41994
     702.80       0.40703
     703.00       0.40187
     703.70       0.42123
     703.90       0.42675
     704.00       0.42952
     705.00       0.40544
     705.10       0.40841
     705.50       0.42031
     706.00       0.43516
     706.20       0.42976
     707.00       0.40818
     707.70       0.36787
     707.90       0.35636
     708.00       0.35060
     709.00       0.21005
     709.10       0.20121
     709.20       0.19237
     710.00       0.12180
     711.00       0.07028
     712.00       0.04790
     713.00       0.03416
     717.00       0.00890
     718.00       0.00447
     721.00       0.00098
     723.60       0.00049
     729.00       0.00007
     771.00       0.00000
    1050.00       0.00000
