# ACS wfc_F814W total throughput
# File taken from http://www.stsci.edu/hst/acs/analysis/throughputs/tables/wfc_F814W.dat
#
#  Thinned by galsim.utilities.thin_tabulated_values to a relative error of 1.e-3
#  with fast_search=False.
#
# Wavelength(nm)  Throughput(0-1)
     400.00       0.00000
     640.40       0.00000
     675.00       0.00000
     682.90       0.00232
     688.05       0.00383
     690.00       0.00841
     691.45       0.01473
     693.00       0.02408
     694.00       0.03241
     695.95       0.05367
     696.95       0.06638
     699.05       0.09870
     699.20       0.09914
     699.45       0.09987
     699.85       0.10104
     699.95       0.10133
     701.55       0.13161
     703.35       0.16842
     704.20       0.18500
     708.00       0.25743
     709.20       0.27667
     710.00       0.28598
     710.70       0.29760
     710.85       0.30009
     711.70       0.30852
     713.40       0.32798
     714.25       0.33617
     714.40       0.33843
     714.85       0.34521
     715.75       0.34917
     716.10       0.35055
     716.70       0.35541
     717.65       0.36573
     719.40       0.38273
     720.20       0.39178
     720.35       0.39248
     720.65       0.39390
     721.50       0.39848
     723.05       0.40626
     724.00       0.41526
     725.00       0.41609
     725.55       0.42347
     725.65       0.42481
     725.70       0.42548
     725.75       0.42615
     725.95       0.42883
     727.60       0.42657
     730.05       0.42857
     730.40       0.42799
     730.90       0.42715
     732.15       0.43212
     732.40       0.43081
     733.00       0.42769
     733.65       0.43299
     733.80       0.43421
     734.00       0.43584
     735.55       0.43193
     737.10       0.43548
     737.35       0.43301
     737.45       0.43203
     738.00       0.42661
     738.20       0.43021
     738.30       0.43201
     738.40       0.43380
     738.50       0.43560
     739.00       0.44455
     739.90       0.43816
     740.00       0.43745
     740.25       0.43690
     740.45       0.43647
     742.00       0.43440
     742.90       0.43744
     743.20       0.43868
     743.85       0.44161
     745.20       0.44121
     745.70       0.44690
     746.00       0.45030
     746.55       0.43793
     746.80       0.43232
     747.00       0.42783
     748.00       0.43144
     748.45       0.43705
     748.85       0.44203
     749.00       0.44390
     751.05       0.42265
     751.40       0.42700
     752.00       0.43443
     752.60       0.42860
     753.65       0.42259
     755.00       0.41933
     755.65       0.41264
     755.95       0.40955
     756.50       0.41093
     758.15       0.41909
     758.50       0.41661
     760.00       0.40705
     760.35       0.41182
     760.55       0.41455
     761.00       0.42067
     761.30       0.41442
     761.50       0.41026
     761.85       0.40298
     761.95       0.40091
     763.15       0.42085
     763.75       0.42191
     764.70       0.42344
     766.05       0.43087
     766.30       0.42957
     766.50       0.42854
     767.05       0.42582
     769.00       0.42273
     769.95       0.41170
     770.60       0.41356
     770.70       0.41396
     771.65       0.40891
     771.95       0.40602
     773.10       0.40851
     773.40       0.40478
     774.00       0.39733
     774.40       0.39808
     774.90       0.39902
     775.50       0.40033
     775.60       0.40055
     775.90       0.40123
     777.10       0.39106
     777.55       0.38941
     779.05       0.38220
     779.25       0.38334
     779.45       0.38447
     779.65       0.38560
     779.85       0.38673
     782.45       0.38708
     784.10       0.38874
     784.70       0.38998
     786.25       0.39107
     786.45       0.39248
     786.60       0.39354
     786.95       0.39600
     788.45       0.39125
     791.15       0.39063
     791.45       0.39142
     792.10       0.39208
     792.90       0.38581
     794.10       0.38414
     794.40       0.38522
     795.00       0.38737
     795.65       0.37739
     795.95       0.37281
     797.05       0.37924
     797.30       0.37826
     798.05       0.37587
     798.20       0.37688
     798.30       0.37756
     798.75       0.38062
     799.00       0.38231
     799.80       0.37544
     801.65       0.37179
     802.00       0.37061
     802.70       0.36613
     802.95       0.36453
     804.10       0.37203
     804.65       0.36806
     805.70       0.36814
     807.20       0.36225
     807.65       0.36220
     809.05       0.36477
     809.45       0.36137
     810.00       0.35671
     810.35       0.35878
     810.45       0.35937
     810.60       0.36025
     810.85       0.36172
     811.55       0.36273
     812.35       0.36422
     812.95       0.36661
     814.40       0.35297
     814.90       0.34957
     816.05       0.35661
     816.30       0.35520
     817.20       0.35019
     817.75       0.34724
     818.65       0.34783
     820.10       0.34429
     820.40       0.34595
     821.35       0.34719
     821.65       0.34544
     822.25       0.34214
     822.50       0.34089
     822.70       0.33989
     826.05       0.33893
     826.20       0.33817
     827.00       0.33412
     827.40       0.33571
     827.55       0.33631
     828.00       0.33810
     830.00       0.33029
     830.30       0.32887
