# WFC3 UVIS f275w total throughput
# Average of UVIS1 and UVIS2 throughputs, from files
# http://www.stsci.edu/hst/wfc3/ins_performance/throughputs/Throughput_Tables/f275w.UVIS1.tab
# http://www.stsci.edu/hst/wfc3/ins_performance/throughputs/Throughput_Tables/f275w.UVIS2.tab
#
#  Thinned by galsim.utilities.thin_tabulated_values to a relative error of 1.e-3
#  with fast_search=False.
#
# Wavelength(nm)  Throughput(0-1)
     199.90       0.00000
     210.20       0.00000
     213.60       0.00001
     221.10       0.00018
     222.10       0.00024
     225.70       0.00083
     228.00       0.00104
     228.90       0.00152
     230.70       0.00297
     231.00       0.00319
     234.00       0.00374
     234.60       0.00424
     237.20       0.00722
     239.10       0.00872
     240.10       0.01002
     241.00       0.01207
     242.00       0.01569
     242.30       0.01711
     244.50       0.02867
     246.20       0.03741
     246.60       0.03989
     247.10       0.04304
     247.70       0.04826
     248.10       0.05179
     248.90       0.06086
     250.40       0.07888
     251.10       0.08651
     252.00       0.09397
     253.30       0.10196
     255.50       0.11431
     256.10       0.11743
     256.60       0.11937
     257.10       0.12124
     258.10       0.12310
     259.30       0.12320
     260.10       0.12265
     261.10       0.12102
     262.30       0.11801
     263.10       0.11558
     266.10       0.10454
     267.10       0.10156
     268.70       0.09786
     269.70       0.09568
     271.50       0.09272
     272.40       0.09105
     273.80       0.08825
     274.80       0.08654
     278.10       0.08171
     280.40       0.07650
     281.90       0.07302
     283.60       0.06986
     284.10       0.06911
     284.90       0.06840
     288.20       0.06642
     288.70       0.06587
     290.00       0.06411
     292.60       0.06020
     296.20       0.05559
     296.70       0.05479
     298.50       0.05139
     300.00       0.04808
     301.80       0.04315
     303.10       0.03840
     303.70       0.03504
     304.10       0.03278
     306.20       0.01734
     306.50       0.01545
     307.10       0.01169
     308.10       0.00728
     309.10       0.00448
     310.10       0.00279
     312.10       0.00116
     313.10       0.00077
     315.10       0.00037
     319.40       0.00010
     321.90       0.00005
     325.70       0.00003
     334.10       0.00001
     352.10       0.00000
     372.80       0.00000
     407.10       0.00000
     419.90       0.00001
     423.30       0.00000
     505.90       0.00000
     661.60       0.00000
    1100.50       0.00000
