# ACS wfc_F606W total throughput
# File taken from http://www.stsci.edu/hst/acs/analysis/throughputs/
#
# Thinned by galsim.utilities.thin_tabulated_values to a relative error of 1.e-5
#
# Wavelength(nm)  Throughput(0-1)
     459.80       0.00040
     462.20       0.00330
     464.20       0.00961
     465.10       0.01897
     466.10       0.04247
     468.00       0.05096
     469.00       0.09845
     470.00       0.12672
     471.00       0.10256
     472.00       0.12551
     473.00       0.19593
     474.00       0.19274
     475.00       0.16209
     476.00       0.20161
     477.00       0.28232
     478.00       0.26519
     479.00       0.22350
     480.00       0.25924
     481.00       0.32643
     482.10       0.31827
     483.10       0.32536
     484.30       0.34831
     485.10       0.35747
     486.20       0.35348
     487.80       0.36366
     488.20       0.35876
     489.20       0.32860
     490.10       0.31122
     491.10       0.31127
     492.10       0.32218
     493.50       0.35283
     494.20       0.36700
     495.00       0.37529
     496.20       0.35332
     497.00       0.33394
     498.10       0.34717
     499.10       0.37193
     500.60       0.38550
     501.20       0.38633
     502.10       0.37609
     503.60       0.34036
     504.20       0.32834
     505.20       0.32158
     506.00       0.32253
     507.00       0.36331
     508.10       0.36924
     509.00       0.38428
     510.00       0.35637
     511.30       0.35789
     512.50       0.35686
     513.20       0.36116
     514.20       0.37468
     515.10       0.37948
     516.00       0.39409
     517.00       0.37325
     518.10       0.37202
     519.00       0.36264
     520.00       0.40662
     521.00       0.38116
     522.00       0.39069
     523.00       0.34977
     524.00       0.34377
     525.00       0.38321
     526.00       0.35832
     527.00       0.39004
     528.00       0.37739
     529.00       0.40250
     530.20       0.38503
     531.10       0.37600
     532.00       0.35730
     533.00       0.39325
     534.00       0.36949
     535.00       0.40935
     536.30       0.39852
     537.40       0.39625
     538.20       0.39506
     539.10       0.38318
     540.10       0.35961
     541.00       0.35548
     542.40       0.38397
     543.80       0.40512
     545.00       0.41966
     546.20       0.41507
     547.40       0.41941
     548.20       0.42291
     550.00       0.41611
     551.00       0.39474
     552.70       0.40431
     555.00       0.41881
     556.00       0.40656
     557.20       0.41697
     558.30       0.41762
     560.10       0.40851
     561.10       0.39237
     562.10       0.39428
     563.60       0.41502
     564.40       0.42036
     565.30       0.41870
     567.10       0.40396
     568.30       0.40684
     570.30       0.42163
     571.20       0.42226
     572.20       0.41515
     573.20       0.41656
     574.00       0.42439
     575.00       0.39686
     576.90       0.39351
     578.10       0.39953
     579.80       0.42035
     581.00       0.42977
     582.10       0.43135
     583.20       0.42114
     584.20       0.41807
     585.00       0.40864
     586.00       0.42566
     587.70       0.42283
     588.50       0.41722
     589.00       0.41164
     590.00       0.44081
     591.00       0.42142
     592.00       0.44062
     593.40       0.42535
     594.30       0.41041
     595.00       0.39475
     596.00       0.42280
     597.10       0.41363
     598.30       0.41841
     600.20       0.41708
     601.70       0.42295
     604.10       0.42909
     605.10       0.43896
     606.50       0.43291
     608.00       0.42286
     609.40       0.43793
     610.20       0.44084
     611.10       0.43528
     612.20       0.44306
     614.90       0.44531
     616.00       0.43528
     617.20       0.40923
     618.80       0.38698
     620.80       0.37732
     621.60       0.38172
     622.20       0.39101
     623.10       0.41465
     624.20       0.42691
     625.10       0.44087
     626.50       0.44218
     628.00       0.45057
     629.00       0.43592
     630.10       0.43999
     631.10       0.43049
     632.20       0.43164
     633.10       0.42875
     634.10       0.43641
     635.00       0.43052
     636.00       0.46876
     637.00       0.42611
     638.00       0.44179
     639.00       0.39958
     640.00       0.41257
     641.00       0.39709
     642.00       0.42319
     643.00       0.40503
     644.00       0.44715
     645.00       0.43063
     646.00       0.47042
     647.00       0.44094
     648.00       0.47063
     649.00       0.43548
     650.00       0.45650
     651.00       0.41507
     652.00       0.42661
     653.00       0.40409
     654.00       0.43461
     655.00       0.40820
     656.00       0.44571
     657.00       0.42438
     658.00       0.43949
     659.00       0.42355
     660.00       0.42864
     661.00       0.40333
     662.10       0.42293
     663.40       0.42446
     664.00       0.42326
     665.00       0.45645
     666.00       0.43328
     667.00       0.47110
     668.00       0.44440
     669.00       0.47861
     670.00       0.43698
     671.00       0.45202
     672.00       0.42930
     673.10       0.43089
     674.00       0.41764
     675.00       0.44317
     676.00       0.41882
     677.00       0.41366
     678.00       0.46599
     679.00       0.41910
     680.00       0.45557
     681.00       0.42187
     682.00       0.42740
     683.00       0.40992
     684.00       0.43585
     685.00       0.41152
     686.00       0.44190
     687.00       0.42217
     688.00       0.44351
     689.00       0.41323
     690.00       0.42193
     691.00       0.38302
     692.00       0.39647
     693.00       0.36278
     694.00       0.39348
     695.00       0.37394
     696.00       0.41521
     697.10       0.42167
     698.00       0.43995
     699.00       0.41818
     700.00       0.43594
     701.00       0.41875
     702.00       0.42769
     703.00       0.40187
     704.00       0.42952
     705.00       0.40544
     706.00       0.43516
     707.00       0.40818
     708.00       0.35060
     709.00       0.21005
     710.00       0.12180
     711.00       0.07028
     712.20       0.04515
     713.30       0.03230
     717.20       0.00801
     718.90       0.00270
     722.20       0.00075
     727.10       0.00015
