# HST CALSPEC model spectrum of Alpha Lyra (Vega)
# File taken from http://www.stsci.edu/hst/observatory/crds/calspec.html
# Filename: alpha_lyr_mod_001.fits
# Clipped on the red side at 2200 nm
# Units converted to nm and erg/s/cm^2/nm.
#
# Wavelength(nm)  Flux(erg/s/cm^2/nm)
     609.120215    2.602948e-08
     609.730908    2.595579e-08
     610.342090    2.587390e-08
     610.953906    2.579203e-08
     611.566406    2.571834e-08
     612.179492    2.562827e-08
     612.793213    2.554639e-08
     613.407617    2.546451e-08
     614.022510    2.537444e-08
     614.638086    2.525162e-08
     615.254199    2.510424e-08
     615.870996    2.498142e-08
     616.488477    2.498961e-08
     617.106396    2.499779e-08
     617.725098    2.493229e-08
     618.344385    2.486679e-08
     618.964307    2.480129e-08
     619.584814    2.472759e-08
     620.206006    2.464571e-08
     620.827686    2.458021e-08
     621.450098    2.450652e-08
     622.072998    2.442464e-08
     622.696680    2.434276e-08
     623.320996    2.423632e-08
     623.945801    2.412168e-08
     624.571289    2.401524e-08
     625.197510    2.397430e-08
     625.824219    2.395793e-08
     626.451611    2.390880e-08
     627.079590    2.383511e-08
     627.708301    2.376960e-08
     628.337598    2.369591e-08
     628.967480    2.362222e-08
     629.597998    2.354034e-08
     630.229199    2.346665e-08
     630.860986    2.339296e-08
     631.493506    2.331108e-08
     632.126514    2.322920e-08
     632.760205    2.318007e-08
     633.394580    2.309819e-08
     634.029492    2.298356e-08
     634.665088    2.281161e-08
     635.301416    2.277886e-08
     635.938281    2.280343e-08
     636.575781    2.271336e-08
     637.214014    2.257416e-08
     637.852783    2.254141e-08
     638.492188    2.252504e-08
     639.132324    2.246772e-08
     639.772998    2.239403e-08
     640.414502    2.232034e-08
     641.056396    2.223846e-08
     641.699121    2.215658e-08
     642.342383    2.209108e-08
     642.986377    2.203376e-08
     643.631006    2.195188e-08
     644.276221    2.187819e-08
     644.922119    2.178812e-08
     645.568604    2.164893e-08
     646.215820    2.159161e-08
     646.863721    2.157523e-08
     647.512207    2.150973e-08
     648.161182    2.141966e-08
     648.810986    2.131322e-08
     649.461523    2.119859e-08
     650.112500    2.109214e-08
     650.764307    2.097751e-08
     651.416699    2.080557e-08
     652.069824    2.058449e-08
     652.723389    2.030610e-08
     653.377783    1.988033e-08
     654.032812    1.918436e-08
     654.688477    1.803804e-08
     655.344824    1.614663e-08
     656.001807    1.370662e-08
     656.659424    1.304340e-08
     657.317822    1.506582e-08
     657.976709    1.718650e-08
     658.636279    1.845563e-08
     659.296582    1.915979e-08
     659.957520    1.954462e-08
     660.619092    1.974932e-08
     661.281396    1.985577e-08
     661.944287    1.990489e-08
     662.608008    1.991308e-08
     663.272217    1.990489e-08
     663.937109    1.988033e-08
     664.602783    1.984758e-08
     665.268994    1.980664e-08
     665.935986    1.975751e-08
     666.603613    1.970838e-08
     667.271924    1.965926e-08
     667.940820    1.960194e-08
     668.610400    1.955281e-08
     669.280713    1.950369e-08
     669.951611    1.945456e-08
     670.623193    1.939724e-08
     671.295508    1.933993e-08
     671.968506    1.927442e-08
     672.642090    1.920073e-08
     673.316504    1.915979e-08
     673.991504    1.911066e-08
     674.667187    1.905335e-08
     675.343506    1.898784e-08
     676.020605    1.893872e-08
     676.698193    1.888140e-08
     677.376709    1.882409e-08
     678.055713    1.876677e-08
     678.735400    1.870945e-08
     679.415918    1.865214e-08
     680.097119    1.860301e-08
     680.778809    1.854569e-08
     681.461279    1.848838e-08
     682.144482    1.842287e-08
     682.828320    1.836556e-08
     683.512891    1.830824e-08
     684.197998    1.825912e-08
     684.883984    1.820180e-08
     685.570605    1.814448e-08
     686.257910    1.808717e-08
     686.945801    1.803804e-08
     687.634521    1.798073e-08
     688.323779    1.792341e-08
     689.013916    1.787428e-08
     689.704590    1.781697e-08
     690.395996    1.775965e-08
     691.088184    1.770234e-08
     691.781006    1.765321e-08
     692.474609    1.759589e-08
     693.168799    1.754677e-08
     693.863721    1.748945e-08
     694.559277    1.744032e-08
     695.255615    1.738301e-08
     695.952490    1.732569e-08
     696.650195    1.727656e-08
     697.348584    1.721925e-08
     698.047803    1.717012e-08
     698.747510    1.712099e-08
     699.447998    1.705549e-08
     700.149219    1.698998e-08
     700.851123    1.694086e-08
     701.553711    1.689992e-08
     702.256982    1.684260e-08
     702.960986    1.679347e-08
     703.665820    1.674435e-08
     704.371094    1.669522e-08
     705.077197    1.664609e-08
     705.784082    1.659696e-08
     706.491699    1.653965e-08
     707.200000    1.649052e-08
     707.908887    1.644139e-08
     708.618604    1.639227e-08
     709.329004    1.634314e-08
     710.040088    1.628582e-08
     710.751904    1.619575e-08
     711.464404    1.609750e-08
     712.177686    1.607293e-08
     712.891699    1.606475e-08
     713.606299    1.603200e-08
     714.321680    1.598287e-08
     715.037793    1.593374e-08
     715.754590    1.587642e-08
     716.472217    1.582730e-08
     717.190381    1.578636e-08
     717.909424    1.573723e-08
     718.629199    1.568810e-08
     719.349609    1.563897e-08
     720.070801    1.558985e-08
     720.792578    1.554072e-08
     721.515186    1.549159e-08
     722.238477    1.544246e-08
     722.962500    1.539334e-08
     723.687305    1.535240e-08
     724.412793    1.530327e-08
     725.139111    1.525414e-08
     725.866016    1.520501e-08
     726.593701    1.516407e-08
     727.322119    1.511495e-08
     728.051221    1.506582e-08
     728.781104    1.501669e-08
     729.511719    1.496756e-08
     730.243115    1.492662e-08
     730.975098    1.486931e-08
     731.707910    1.482837e-08
     732.441504    1.478743e-08
     733.175684    1.474649e-08
     733.910693    1.470555e-08
     734.646484    1.465642e-08
     735.382910    1.460729e-08
     736.120215    1.456635e-08
     736.858203    1.451723e-08
     737.596924    1.447629e-08
     738.336279    1.442716e-08
     739.076514    1.437803e-08
     739.817383    1.433709e-08
     740.559082    1.428796e-08
     741.301514    1.423884e-08
     742.044580    1.418152e-08
     742.788477    1.413239e-08
     743.533203    1.409145e-08
     744.278613    1.405051e-08
     745.024707    1.400957e-08
     745.771582    1.396863e-08
     746.519189    1.391132e-08
     747.267578    1.385400e-08
     748.016797    1.381306e-08
     748.766699    1.378031e-08
     749.517285    1.375575e-08
     750.268701    1.371481e-08
     751.020801    1.366568e-08
     751.773682    1.361655e-08
     752.527393    1.358380e-08
     753.281787    1.355105e-08
     754.036914    1.351011e-08
     754.792920    1.346917e-08
     755.549609    1.342823e-08
     756.306982    1.338729e-08
     757.065186    1.333816e-08
     757.824219    1.329722e-08
     758.583887    1.325628e-08
     759.344287    1.321534e-08
     760.105615    1.318259e-08
     760.867578    1.313346e-08
     761.630420    1.309252e-08
     762.393896    1.305158e-08
     763.158203    1.301064e-08
     763.923291    1.296970e-08
     764.689111    1.292876e-08
     765.455713    1.287964e-08
     766.223096    1.283870e-08
     766.991211    1.279776e-08
     767.760205    1.276501e-08
     768.529785    1.272407e-08
     769.300293    1.268313e-08
     770.071484    1.264219e-08
     770.843506    1.260125e-08
     771.616309    1.255212e-08
     772.389795    1.252756e-08
     773.164111    1.248662e-08
     773.939209    1.245386e-08
     774.715088    1.241293e-08
     775.491699    1.237198e-08
     776.269092    1.230648e-08
     777.047412    1.214272e-08
     777.826416    1.206084e-08
     778.606201    1.215091e-08
     779.386719    1.217548e-08
     780.168018    1.214272e-08
     780.950195    1.210178e-08
     781.733105    1.206903e-08
     782.516797    1.202809e-08
     783.301221    1.197896e-08
     784.086523    1.193802e-08
     784.872607    1.189708e-08
     785.659424    1.186433e-08
     786.447021    1.182339e-08
     787.235400    1.178245e-08
     788.024609    1.173332e-08
     788.814600    1.169238e-08
     789.605420    1.163507e-08
     790.397021    1.160232e-08
     791.189404    1.160232e-08
     791.982520    1.157775e-08
     792.776514    1.154500e-08
     793.571191    1.149587e-08
     794.366797    1.144675e-08
     795.163086    1.140581e-08
     795.960400    1.138943e-08
     796.758301    1.136487e-08
     797.556982    1.131574e-08
     798.356494    1.125024e-08
     799.156885    1.119292e-08
     799.958105    1.117654e-08
     800.760010    1.117654e-08
     801.562793    1.114379e-08
     802.366309    1.111104e-08
     803.170703    1.107829e-08
     803.975879    1.104554e-08
     804.781885    1.100460e-08
     805.588721    1.097185e-08
     806.396289    1.093909e-08
     807.204687    1.090634e-08
     808.013916    1.086540e-08
     808.824023    1.083265e-08
     809.634814    1.079990e-08
     810.446484    1.076715e-08
     811.258984    1.073440e-08
     812.072314    1.070164e-08
     812.886279    1.066889e-08
     813.701221    1.063614e-08
     814.516992    1.060339e-08
     815.333496    1.057064e-08
     816.150879    1.052970e-08
     816.969092    1.049695e-08
     817.788086    1.045600e-08
     818.608008    1.040688e-08
     819.428613    1.036594e-08
     820.250098    1.033319e-08
     821.072363    1.030043e-08
     821.895508    1.025949e-08
     822.719531    1.023493e-08
     823.544238    1.021037e-08
     824.369922    1.018580e-08
     825.196289    1.015305e-08
     826.023535    1.014486e-08
     826.851660    1.012849e-08
     827.680566    1.010392e-08
     828.510352    1.007117e-08
     829.340918    1.003842e-08
     830.172266    1.001386e-08
     831.004590    9.989293e-09
     831.837695    9.956540e-09
     832.671582    9.915601e-09
     833.506152    9.858285e-09
     834.341895    9.841910e-09
     835.178320    9.833722e-09
     836.015625    9.800969e-09
     836.853711    9.768218e-09
     837.692578    9.735466e-09
     838.532422    9.694527e-09
     839.373047    9.661775e-09
     840.214648    9.629023e-09
     841.056836    9.579895e-09
     841.900000    9.547144e-09
     842.744043    9.514393e-09
     843.588867    9.424325e-09
     844.434570    9.334257e-09
     845.281152    9.342445e-09
     846.128516    9.301505e-09
     846.976758    9.203249e-09
     847.825879    9.285129e-09
     848.675781    9.326069e-09
     849.526562    9.096807e-09
     850.378223    8.867544e-09
     851.230762    9.023115e-09
     852.084082    9.260566e-09
     852.938379    9.227814e-09
     853.793359    8.818417e-09
     854.649316    8.425395e-09
     855.506055    8.679221e-09
     856.363770    9.129558e-09
     857.222266    9.309694e-09
     858.081641    9.178686e-09
     858.941895    8.662845e-09
     859.802930    8.054481e-09
     860.664941    8.196133e-09
     861.527734    8.851168e-09
     862.391406    9.260566e-09
     863.255957    9.375196e-09
     864.121387    9.285129e-09
     864.987695    8.867544e-09
     865.854785    8.031555e-09
     866.722852    7.456761e-09
     867.591699    7.949675e-09
     868.461523    8.752913e-09
     869.332129    9.236003e-09
     870.203613    9.448888e-09
     871.075977    9.498016e-09
     871.949316    9.399760e-09
     872.823340    9.096807e-09
     873.698340    8.449959e-09
     874.574316    7.504251e-09
     875.451074    7.114505e-09
     876.328711    7.799836e-09
     877.207227    8.646470e-09
     878.086621    9.162310e-09
     878.966895    9.424325e-09
     879.848047    9.530768e-09
     880.730078    9.538955e-09
     881.613086    9.498016e-09
     882.496875    9.358820e-09
     883.381543    9.088619e-09
     884.267187    8.613718e-09
     885.153613    7.837501e-09
     886.041016    6.953202e-09
     886.929297    6.886061e-09
     887.818457    7.706494e-09
     888.708398    8.466335e-09
     889.599414    8.916671e-09
     890.491211    9.145934e-09
     891.383887    9.244190e-09
     892.277539    9.285129e-09
     893.172070    9.301505e-09
     894.067480    9.309694e-09
     894.963770    9.285129e-09
     895.860937    9.211437e-09
     896.758984    9.104995e-09
     897.658008    8.933048e-09
     898.557910    8.654658e-09
     899.458789    8.187945e-09
     900.360352    7.430560e-09
     901.263086    6.579833e-09
     902.166602    6.529886e-09
     903.071094    7.317567e-09
     903.976367    8.034012e-09
     904.882617    8.433583e-09
     905.789746    8.605530e-09
     906.697754    8.687409e-09
     907.606738    8.769289e-09
     908.516602    8.769289e-09
     909.427441    8.744724e-09
     910.339062    8.769289e-09
     911.251758    8.777477e-09
     912.165234    8.769289e-09
     913.079687    8.769289e-09
     913.995020    8.744724e-09
     914.911328    8.703785e-09
     915.828516    8.646470e-09
     916.746680    8.580966e-09
     917.665723    8.474523e-09
     918.585742    8.335327e-09
     919.506543    8.140454e-09
     920.428320    7.799017e-09
     921.351074    7.214398e-09
     922.274805    6.402154e-09
     923.199316    5.957549e-09
     924.124805    6.444731e-09
     925.051270    7.174277e-09
     925.978613    7.595956e-09
     926.906934    7.845689e-09
     927.836133    8.064306e-09
     928.766309    8.168294e-09
     929.697363    8.196133e-09
     930.629492    8.204321e-09
     931.562402    8.204321e-09
     932.496289    8.187945e-09
     933.431055    8.175663e-09
     934.366895    8.156830e-09
     935.303613    8.135542e-09
     936.241211    8.112616e-09
     937.179785    8.085596e-09
     938.119336    8.048749e-09
     939.059766    8.000441e-09
     940.001172    7.943944e-09
     940.943555    7.888266e-09
     941.886816    7.889085e-09
     942.831152    7.894816e-09
     943.776270    7.871072e-09
     944.722461    7.839957e-09
     945.669531    7.803930e-09
     946.617578    7.759715e-09
     947.566504    7.708950e-09
     948.516504    7.643446e-09
     949.467383    7.555017e-09
     950.419141    7.424829e-09
     951.371973    7.220949e-09
     952.325781    6.882787e-09
     953.280469    6.317818e-09
     954.236133    5.614473e-09
     955.192773    5.460540e-09
     956.150293    6.048435e-09
     957.108887    6.639604e-09
     958.068359    6.983498e-09
     959.028809    7.161995e-09
     959.990234    7.241418e-09
     960.952637    7.275808e-09
     961.916016    7.280720e-09
     962.880273    7.275808e-09
     963.845605    7.286452e-09
     964.811914    7.281539e-09
     965.779102    7.243874e-09
     966.747266    7.235686e-09
     967.716406    7.238143e-09
     968.686621    7.220949e-09
     969.657715    7.201297e-09
     970.629785    7.184103e-09
     971.602832    7.162814e-09
     972.576953    7.138251e-09
     973.551855    7.112049e-09
     974.527930    7.088304e-09
     975.504785    7.067015e-09
     976.482813    7.044908e-09
     977.461719    7.021163e-09
     978.441602    6.996598e-09
     979.422461    6.972035e-09
     980.404395    6.947471e-09
     981.387207    6.922088e-09
     982.371094    6.895068e-09
     983.355859    6.871323e-09
     984.341699    6.846759e-09
     985.328516    6.814008e-09
     986.316309    6.786987e-09
     987.305078    6.771430e-09
     988.294824    6.741135e-09
     989.285645    6.701832e-09
     990.277441    6.687913e-09
     991.270117    6.671537e-09
     992.263867    6.642879e-09
     993.258691    6.610946e-09
     994.254395    6.583926e-09
     995.251172    6.559362e-09
     996.248828    6.526611e-09
     997.247656    6.487308e-09
     998.247363    6.436543e-09
     999.248145    6.368583e-09
    1000.249805    6.274422e-09
    1001.252637    6.138502e-09
    1002.256348    5.912515e-09
    1003.261133    5.525225e-09
    1004.266895    4.960257e-09
    1005.273633    4.643383e-09
    1006.281445    4.995465e-09
    1007.290234    5.508849e-09
    1008.300000    5.820810e-09
    1009.310938    5.977200e-09
    1010.322656    6.059898e-09
    1011.335547    6.092649e-09
    1012.349414    6.103294e-09
    1013.364355    6.119670e-09
    1014.380176    6.129495e-09
    1015.397168    6.124583e-09
    1016.415039    6.112300e-09
    1017.433984    6.097562e-09
    1018.454004    6.081186e-09
    1019.475000    6.063992e-09
    1020.496973    6.047616e-09
    1021.520117    6.029602e-09
    1022.544141    6.009951e-09
    1023.569238    5.991120e-09
    1024.595313    5.971468e-09
    1025.622559    5.951817e-09
    1026.650781    5.932166e-09
    1027.679883    5.910877e-09
    1028.710156    5.891226e-09
    1029.741406    5.871575e-09
    1030.773828    5.851923e-09
    1031.807129    5.829816e-09
    1032.841602    5.806071e-09
    1033.876953    5.787239e-09
    1034.913477    5.771683e-09
    1035.950977    5.751212e-09
    1036.989453    5.729105e-09
    1038.029102    5.710273e-09
    1039.069727    5.692259e-09
    1040.111328    5.672608e-09
    1041.154102    5.652957e-09
    1042.197852    5.634944e-09
    1043.242676    5.613655e-09
    1044.288477    5.589091e-09
    1045.335352    5.556339e-09
    1046.383301    5.532594e-09
    1047.432422    5.526862e-09
    1048.482422    5.515400e-09
    1049.533398    5.494930e-09
    1050.585742    5.471185e-09
    1051.638867    5.451534e-09
    1052.693164    5.434339e-09
    1053.748437    5.415506e-09
    1054.804785    5.395856e-09
    1055.862305    5.381118e-09
    1056.920801    5.363923e-09
    1057.980371    5.341815e-09
    1059.041016    5.319708e-09
    1060.102637    5.304150e-09
    1061.165430    5.289412e-09
    1062.229297    5.272218e-09
    1063.294043    5.251748e-09
    1064.360156    5.235372e-09
    1065.427148    5.216539e-09
    1066.495215    5.191157e-09
    1067.564355    5.143667e-09
    1068.634668    5.073251e-09
    1069.705957    5.065882e-09
    1070.778320    5.085533e-09
    1071.851660    5.083076e-09
    1072.926270    5.062606e-09
    1074.001855    5.050325e-09
    1075.078613    5.037223e-09
    1076.156348    5.023304e-09
    1077.235254    5.012660e-09
    1078.315039    4.993828e-09
    1079.396094    4.972538e-09
    1080.478320    4.950431e-09
    1081.561426    4.924230e-09
    1082.645605    4.898029e-09
    1083.730957    4.877558e-09
    1084.817480    4.855452e-09
    1085.905078    4.820243e-09
    1086.993652    4.772753e-09
    1088.083398    4.722807e-09
    1089.174023    4.650753e-09
    1090.266016    4.530390e-09
    1091.358984    4.326510e-09
    1092.453125    4.004724e-09
    1093.548340    3.638723e-09
    1094.644531    3.620709e-09
    1095.741992    3.962146e-09
    1096.840430    4.259369e-09
    1097.940039    4.423128e-09
    1099.040820    4.510738e-09
    1100.142480    4.555772e-09
    1101.245312    4.573786e-09
    1102.349414    4.578699e-09
    1103.454492    4.581155e-09
    1104.560645    4.576242e-09
    1105.668066    4.568054e-09
    1106.776465    4.557410e-09
    1107.885937    4.545128e-09
    1108.996680    4.532027e-09
    1110.108398    4.518108e-09
    1111.221289    4.504188e-09
    1112.335352    4.487812e-09
    1113.450391    4.473074e-09
    1114.566602    4.459155e-09
    1115.684082    4.445235e-09
    1116.802539    4.431316e-09
    1117.922070    4.414940e-09
    1119.042871    4.398564e-09
    1120.164648    4.384645e-09
    1121.287598    4.370725e-09
    1122.411719    4.355987e-09
    1123.537012    4.341248e-09
    1124.663281    4.324054e-09
    1125.790820    4.306859e-09
    1126.919434    4.289664e-09
    1128.049023    4.248724e-09
    1129.179883    4.197959e-09
    1130.312012    4.193865e-09
    1131.445117    4.202872e-09
    1132.579297    4.195503e-09
    1133.714844    4.184859e-09
    1134.851367    4.184040e-09
    1135.989063    4.174214e-09
    1137.127930    4.157838e-09
    1138.267773    4.143100e-09
    1139.408984    4.129180e-09
    1140.551270    4.114442e-09
    1141.694531    4.102979e-09
    1142.839258    4.088241e-09
    1143.984863    4.069409e-09
    1145.131738    4.053851e-09
    1146.279785    4.046482e-09
    1147.428809    4.035838e-09
    1148.579199    4.021918e-09
    1149.730566    4.007999e-09
    1150.883203    3.993261e-09
    1152.037012    3.979341e-09
    1153.191895    3.966241e-09
    1154.348047    3.952321e-09
    1155.505273    3.937582e-09
    1156.663574    3.923663e-09
    1157.823145    3.909744e-09
    1158.983887    3.895005e-09
    1160.145703    3.876992e-09
    1161.308789    3.857341e-09
    1162.473047    3.838508e-09
    1163.638477    3.828683e-09
    1164.804883    3.810670e-09
    1165.972656    3.780374e-09
    1167.141602    3.768911e-09
    1168.311621    3.775462e-09
    1169.482910    3.773823e-09
    1170.655273    3.762360e-09
    1171.828906    3.749260e-09
    1173.003711    3.732884e-09
    1174.179590    3.701770e-09
    1175.356641    3.659192e-09
    1176.534961    3.661649e-09
    1177.714453    3.671474e-09
    1178.895117    3.663286e-09
    1180.076953    3.651005e-09
    1181.259961    3.638723e-09
    1182.444238    3.623166e-09
    1183.629688    3.602696e-09
    1184.816211    3.591232e-09
    1186.003906    3.585501e-09
    1187.192969    3.574038e-09
    1188.383008    3.555206e-09
    1189.574414    3.534736e-09
    1190.766992    3.532279e-09
    1191.960742    3.530642e-09
    1193.155664    3.519178e-09
    1194.351758    3.501984e-09
    1195.549219    3.486427e-09
    1196.747656    3.478239e-09
    1197.947363    3.463501e-09
    1199.148438    3.448762e-09
    1200.350586    3.441393e-09
    1201.553809    3.432387e-09
    1202.758398    3.416011e-09
    1203.964258    3.402910e-09
    1205.171094    3.395541e-09
    1206.379395    3.384897e-09
    1207.588770    3.366883e-09
    1208.799414    3.349688e-09
    1210.011230    3.341500e-09
    1211.224219    3.330856e-09
    1212.438477    3.321849e-09
    1213.653906    3.313662e-09
    1214.870605    3.303017e-09
    1216.088672    3.291554e-09
    1217.307715    3.278453e-09
    1218.528125    3.266990e-09
    1219.749609    3.255527e-09
    1220.972461    3.244063e-09
    1222.196387    3.232601e-09
    1223.421777    3.220319e-09
    1224.648242    3.207218e-09
    1225.875879    3.194117e-09
    1227.104883    3.183473e-09
    1228.334961    3.174466e-09
    1229.566406    3.165460e-09
    1230.799023    3.152359e-09
    1232.033008    3.140077e-09
    1233.268066    3.127795e-09
    1234.504395    3.116332e-09
    1235.741992    3.107325e-09
    1236.980859    3.098318e-09
    1238.220898    3.087674e-09
    1239.462305    3.077029e-09
    1240.704883    3.066385e-09
    1241.948633    3.055741e-09
    1243.193555    3.045097e-09
    1244.439941    3.032815e-09
    1245.687500    3.018076e-09
    1246.936328    3.004157e-09
    1248.186426    2.998426e-09
    1249.437598    2.991056e-09
    1250.690234    2.980412e-09
    1251.944141    2.968949e-09
    1253.199121    2.957486e-09
    1254.455469    2.945204e-09
    1255.712988    2.930465e-09
    1256.971875    2.916546e-09
    1258.232031    2.907539e-09
    1259.493359    2.899351e-09
    1260.756055    2.886250e-09
    1262.020020    2.876425e-09
    1263.285156    2.870693e-09
    1264.551660    2.861687e-09
    1265.819336    2.850224e-09
    1267.088281    2.837942e-09
    1268.358496    2.825660e-09
    1269.630078    2.812559e-09
    1270.902832    2.799458e-09
    1272.176953    2.783082e-09
    1273.452246    2.764250e-09
    1274.729004    2.740505e-09
    1276.006836    2.707753e-09
    1277.286035    2.659445e-09
    1278.566504    2.580840e-09
    1279.848242    2.445739e-09
    1281.131348    2.250866e-09
    1282.415625    2.169805e-09
    1283.701270    2.311457e-09
    1284.988281    2.471940e-09
    1286.276465    2.561189e-09
    1287.565918    2.604585e-09
    1288.856641    2.625055e-09
    1290.148828    2.633243e-09
    1291.442188    2.634881e-09
    1292.736816    2.633243e-09
    1294.032813    2.628330e-09
    1295.330078    2.622599e-09
    1296.628711    2.615229e-09
    1297.928516    2.607860e-09
    1299.229687    2.600491e-09
    1300.532227    2.592303e-09
    1301.835938    2.583297e-09
    1303.141113    2.575109e-09
    1304.447461    2.566921e-09
    1305.755078    2.557914e-09
    1307.064258    2.548907e-09
    1308.374512    2.540719e-09
    1309.686133    2.531712e-09
    1310.999121    2.522706e-09
    1312.313379    2.512880e-09
    1313.629004    2.503873e-09
    1314.945898    2.494048e-09
    1316.264160    2.481766e-09
    1317.583789    2.473578e-09
    1318.904492    2.469484e-09
    1320.226758    2.461296e-09
    1321.550293    2.453108e-09
    1322.875098    2.444101e-09
    1324.201367    2.435913e-09
    1325.528906    2.426907e-09
    1326.857617    2.418719e-09
    1328.187891    2.409712e-09
    1329.519434    2.401524e-09
    1330.852344    2.392518e-09
    1332.186426    2.384329e-09
    1333.521973    2.376142e-09
    1334.858789    2.367954e-09
    1336.197070    2.358947e-09
    1337.536523    2.350759e-09
    1338.877441    2.342571e-09
    1340.219629    2.333564e-09
    1341.563281    2.325376e-09
    1342.908203    2.317188e-09
    1344.254395    2.309001e-09
    1345.602148    2.299994e-09
    1346.951074    2.290987e-09
    1348.301270    2.283618e-09
    1349.652930    2.274611e-09
    1351.005957    2.265604e-09
    1352.360352    2.259054e-09
    1353.716211    2.250866e-09
    1355.073242    2.241859e-09
    1356.431738    2.234490e-09
    1357.791504    2.227121e-09
    1359.152734    2.218933e-09
    1360.515234    2.211564e-09
    1361.879102    2.203376e-09
    1363.244531    2.196007e-09
    1364.611133    2.187000e-09
    1365.979102    2.179631e-09
    1367.348535    2.172262e-09
    1368.719336    2.163255e-09
    1370.091406    2.152611e-09
    1371.464941    2.146879e-09
    1372.839844    2.141147e-09
    1374.216211    2.131322e-09
    1375.593848    2.123134e-09
    1376.972754    2.117403e-09
    1378.353320    2.110852e-09
    1379.735156    2.104302e-09
    1381.118262    2.096933e-09
    1382.502832    2.088745e-09
    1383.888770    2.081375e-09
    1385.276172    2.074825e-09
    1386.664941    2.067456e-09
    1388.055078    2.060087e-09
    1389.446484    2.052718e-09
    1390.839453    2.045348e-09
    1392.233789    2.037161e-09
    1393.629492    2.028973e-09
    1395.026562    2.021603e-09
    1396.425195    2.015872e-09
    1397.825098    2.008503e-09
    1399.226367    2.001134e-09
    1400.629004    1.994583e-09
    1402.033203    1.987214e-09
    1403.438672    1.980664e-09
    1404.845703    1.973295e-09
    1406.254004    1.965925e-09
    1407.663867    1.959375e-09
    1409.075098    1.952006e-09
    1410.487695    1.944637e-09
    1411.901562    1.938086e-09
    1413.316992    1.930717e-09
    1414.733887    1.924167e-09
    1416.152246    1.917617e-09
    1417.571875    1.910247e-09
    1418.993066    1.903697e-09
    1420.415527    1.897147e-09
    1421.839453    1.889778e-09
    1423.264844    1.883227e-09
    1424.691797    1.876677e-09
    1426.120020    1.870127e-09
    1427.549707    1.862757e-09
    1428.980859    1.856207e-09
    1430.413281    1.849657e-09
    1431.847266    1.843106e-09
    1433.282715    1.836556e-09
    1434.719629    1.830006e-09
    1436.158008    1.823455e-09
    1437.597656    1.816905e-09
    1439.038965    1.806261e-09
    1440.481543    1.794798e-09
    1441.925684    1.787428e-09
    1443.371094    1.783334e-09
    1444.818164    1.780059e-09
    1446.266602    1.776784e-09
    1447.716406    1.771052e-09
    1449.167773    1.765321e-09
    1450.620605    1.757952e-09
    1452.074805    1.750582e-09
    1453.530469    1.741576e-09
    1454.987695    1.734207e-09
    1456.446289    1.731750e-09
    1457.906348    1.727656e-09
    1459.367969    1.721925e-09
    1460.830957    1.715375e-09
    1462.295410    1.708005e-09
    1463.761328    1.699817e-09
    1465.228906    1.695723e-09
    1466.697754    1.691629e-09
    1468.168066    1.685898e-09
    1469.639844    1.680166e-09
    1471.113281    1.674435e-09
    1472.587988    1.667884e-09
    1474.064355    1.661334e-09
    1475.542090    1.654784e-09
    1477.021289    1.648233e-09
    1478.501953    1.641683e-09
    1479.984277    1.637589e-09
    1481.467871    1.632676e-09
    1482.953125    1.626945e-09
    1484.439648    1.621213e-09
    1485.927832    1.614663e-09
    1487.417480    1.606475e-09
    1488.908691    1.601562e-09
    1490.401270    1.599106e-09
    1491.895410    1.595012e-09
    1493.391113    1.589280e-09
    1494.888184    1.583548e-09
    1496.386816    1.576998e-09
    1497.886914    1.571267e-09
    1499.388574    1.566354e-09
    1500.891699    1.560622e-09
    1502.396387    1.553253e-09
    1503.902441    1.545884e-09
    1505.410156    1.540971e-09
    1506.919336    1.537696e-09
    1508.430078    1.532783e-09
    1509.942285    1.527052e-09
    1511.455957    1.522139e-09
    1512.971191    1.516407e-09
    1514.487891    1.510676e-09
    1516.006152    1.505763e-09
    1517.525977    1.500031e-09
    1519.047363    1.493481e-09
    1520.570215    1.488568e-09
    1522.094629    1.484474e-09
    1523.620508    1.478743e-09
    1525.147852    1.470555e-09
    1526.676855    1.464004e-09
    1528.207422    1.460729e-09
    1529.739355    1.458273e-09
    1531.272852    1.451723e-09
    1532.808105    1.441897e-09
    1534.344727    1.432071e-09
    1535.882910    1.429615e-09
    1537.422656    1.430434e-09
    1538.963867    1.428796e-09
    1540.506738    1.420608e-09
    1542.050977    1.406689e-09
    1543.596875    1.391951e-09
    1545.144434    1.387857e-09
    1546.693457    1.393588e-09
    1548.244043    1.397682e-09
    1549.796094    1.396863e-09
    1551.349707    1.389494e-09
    1552.905078    1.373937e-09
    1554.461816    1.350192e-09
    1556.020117    1.332179e-09
    1557.580078    1.338729e-09
    1559.141504    1.354286e-09
    1560.704590    1.362474e-09
    1562.269141    1.363293e-09
    1563.835352    1.358380e-09
    1565.403125    1.347736e-09
    1566.972461    1.328085e-09
    1568.543359    1.293695e-09
    1570.115723    1.263400e-09
    1571.689844    1.269131e-09
    1573.265527    1.296152e-09
    1574.842676    1.314165e-09
    1576.421387    1.320715e-09
    1578.001855    1.321534e-09
    1579.583789    1.319897e-09
    1581.167187    1.313346e-09
    1582.752441    1.301064e-09
    1584.339062    1.278957e-09
    1585.927344    1.238836e-09
