# HST CALSPEC model spectrum of Alpha Lyra (Vega)
# File taken from http://www.stsci.edu/hst/observatory/crds/calspec.html
# Filename: alpha_lyr_mod_001.fits
# Clipped on the red side at 2200 nm
# Units converted to nm and erg/s/cm^2/nm.
#
# Wavelength(nm)  Flux(erg/s/cm^2/nm)
     226.113794    4.104617e-08
     226.340503    4.142281e-08
     226.567407    4.058764e-08
     226.794604    4.030106e-08
     227.021899    4.151288e-08
     227.249512    4.259368e-08
     227.477295    4.187315e-08
     227.705396    4.066133e-08
     227.933594    4.104617e-08
     228.162207    4.209423e-08
     228.390894    4.217610e-08
     228.619800    4.252000e-08
     228.848999    4.315047e-08
     229.078491    4.341249e-08
     229.308105    4.236442e-08
     229.537988    4.084966e-08
     229.768091    3.875354e-08
     229.998389    3.863891e-08
     230.229004    4.000630e-08
     230.459790    4.048120e-08
     230.690894    4.089060e-08
     230.922095    4.100523e-08
     231.153589    3.984254e-08
     231.385400    3.842603e-08
     231.617310    3.929395e-08
     231.849512    3.958053e-08
     232.082007    3.972791e-08
     232.314600    4.036657e-08
     232.547510    3.888455e-08
     232.780591    3.761542e-08
     233.013989    3.797568e-08
     233.247607    3.686213e-08
     233.481396    3.668199e-08
     233.715503    3.730428e-08
     233.949805    3.746804e-08
     234.184302    3.664924e-08
     234.419092    3.346413e-08
     234.654102    3.327581e-08
     234.889404    3.542924e-08
     235.124805    3.819676e-08
     235.360498    3.869622e-08
     235.596509    3.779555e-08
     235.832690    3.660011e-08
     236.069092    3.411098e-08
     236.305811    3.466776e-08
     236.542700    3.538829e-08
     236.779810    3.599421e-08
     237.017090    3.668199e-08
     237.254810    3.669018e-08
     237.492603    3.621528e-08
     237.730688    3.682938e-08
     237.968994    3.438118e-08
     238.207593    3.028721e-08
     238.446411    3.209674e-08
     238.685400    3.529004e-08
     238.924707    3.459407e-08
     239.164307    3.584682e-08
     239.404004    3.557662e-08
     239.643994    3.359514e-08
     239.884302    3.441393e-08
     240.124707    3.501984e-08
     240.365503    3.415192e-08
     240.606396    3.223594e-08
     240.847607    3.316118e-08
     241.089111    3.313661e-08
     241.330811    3.401272e-08
     241.572705    3.583863e-08
     241.814893    3.709139e-08
     242.057300    3.864710e-08
     242.300000    3.822132e-08
     242.542896    3.670656e-08
     242.786011    3.620709e-08
     243.029395    3.572400e-08
     243.272998    3.588776e-08
     243.516895    3.509353e-08
     243.761108    3.552749e-08
     244.005396    3.740253e-08
     244.250000    3.850790e-08
     244.494897    3.708320e-08
     244.739990    3.606790e-08
     244.985400    3.614159e-08
     245.231006    3.623166e-08
     245.476807    3.709958e-08
     245.722900    3.779555e-08
     245.969189    3.734522e-08
     246.215796    3.657555e-08
     246.462695    3.589595e-08
     246.709692    3.571581e-08
     246.957104    3.587957e-08
     247.204590    3.553568e-08
     247.452490    3.583045e-08
     247.700488    3.598602e-08
     247.948901    3.521635e-08
     248.197412    3.533917e-08
     248.446191    3.540467e-08
     248.695288    3.631353e-08
     248.944604    3.592051e-08
     249.194189    3.467594e-08
     249.443994    3.573219e-08
     249.694092    3.728790e-08
     249.944409    3.768092e-08
     250.194995    3.814763e-08
     250.445801    3.753354e-08
     250.696899    3.669837e-08
     250.948193    3.654280e-08
     251.199805    3.599421e-08
     251.451611    3.597783e-08
     251.703711    3.608427e-08
     251.956006    3.576494e-08
     252.208594    3.524910e-08
     252.461401    3.419286e-08
     252.714502    3.282547e-08
     252.967896    3.316937e-08
     253.221509    3.511809e-08
     253.475293    3.517541e-08
     253.729395    3.294010e-08
     253.983789    3.183473e-08
     254.238403    3.312842e-08
     254.493311    3.390628e-08
     254.748389    3.297286e-08
     255.003809    3.193299e-08
     255.259399    3.431568e-08
     255.515308    3.610065e-08
     255.771509    3.542105e-08
     256.027905    3.456950e-08
     256.284595    3.393903e-08
     256.541504    3.505259e-08
     256.798706    3.652642e-08
     257.056104    3.712414e-08
     257.313794    3.678843e-08
     257.571802    3.628078e-08
     257.830005    3.630535e-08
     258.088501    3.689488e-08
     258.347192    3.639541e-08
     258.606201    3.557662e-08
     258.865503    3.610884e-08
     259.125000    3.658374e-08
     259.384692    3.650186e-08
     259.644800    3.568306e-08
     259.905103    3.289916e-08
     260.165601    3.426655e-08
     260.426489    3.593689e-08
     260.687500    3.388990e-08
     260.948901    3.350507e-08
     261.210400    3.331675e-08
     261.472290    3.394722e-08
     261.734399    3.502803e-08
     261.996802    3.528186e-08
     262.259497    3.600239e-08
     262.522412    3.569944e-08
     262.785596    3.448762e-08
     263.048999    3.312842e-08
     263.312695    3.426655e-08
     263.576709    3.732884e-08
     263.840894    3.804119e-08
     264.105396    3.830321e-08
     264.370190    3.865529e-08
     264.635303    3.881086e-08
     264.900488    3.890911e-08
     265.166089    3.867985e-08
     265.431909    3.854066e-08
     265.697998    3.828683e-08
     265.964404    3.767273e-08
     266.231006    3.671474e-08
     266.497900    3.585501e-08
     266.765088    3.604333e-08
     267.032495    3.662468e-08
     267.300195    3.692763e-08
     267.568188    3.747623e-08
     267.836401    3.739435e-08
     268.104907    3.726333e-08
     268.373706    3.736159e-08
     268.642700    3.692763e-08
     268.912109    3.657555e-08
     269.181592    3.625622e-08
     269.451489    3.635447e-08
     269.721606    3.641179e-08
     269.991992    3.613340e-08
     270.262695    3.633810e-08
     270.533594    3.618253e-08
     270.804810    3.569944e-08
     271.076294    3.512628e-08
     271.348096    3.542105e-08
     271.620093    3.533098e-08
     271.892407    3.490521e-08
     272.164990    3.539648e-08
     272.437793    3.557662e-08
     272.710889    3.519179e-08
     272.984302    3.569125e-08
     273.258008    3.663287e-08
     273.532007    3.649367e-08
     273.806201    3.518360e-08
     274.080688    3.397997e-08
     274.355396    3.324306e-08
     274.630493    3.223594e-08
     274.905811    3.145808e-08
     275.181396    3.253889e-08
     275.457300    3.343138e-08
     275.733398    3.365245e-08
     276.009790    3.460225e-08
     276.286499    3.472507e-08
     276.563501    3.467594e-08
     276.840698    3.443031e-08
     277.118311    3.500346e-08
     277.396094    3.583045e-08
     277.674194    3.547018e-08
     277.952490    3.471688e-08
     278.231201    3.465957e-08
     278.510107    3.512628e-08
     278.789307    3.578132e-08
     279.068799    3.463501e-08
     279.348608    2.995150e-08
     279.628589    2.508786e-08
     279.908911    2.697928e-08
     280.189600    2.785539e-08
     280.470508    2.895257e-08
     280.751611    3.394722e-08
     281.033105    3.610065e-08
     281.314795    3.614159e-08
     281.596802    3.646092e-08
     281.879102    3.673112e-08
     282.161694    3.680481e-08
     282.444604    3.646092e-08
     282.727710    3.601058e-08
     283.011206    3.544561e-08
     283.294897    3.515903e-08
     283.578906    3.519179e-08
     283.863208    3.492158e-08
     284.147705    3.447125e-08
     284.432593    3.465138e-08
     284.717700    3.489702e-08
     285.003198    3.437299e-08
     285.288892    3.405366e-08
     285.574902    3.416011e-08
     285.861206    3.435662e-08
     286.147803    3.518360e-08
     286.434595    3.518360e-08
     286.721802    3.471688e-08
     287.009204    3.460225e-08
     287.296899    3.458588e-08
     287.585010    3.437299e-08
     287.873291    3.438937e-08
     288.161890    3.465957e-08
     288.450708    3.523273e-08
     288.739893    3.513447e-08
     289.029395    3.447943e-08
     289.319092    3.428293e-08
     289.609204    3.435662e-08
     289.899512    3.496252e-08
     290.190088    3.588776e-08
     290.481104    3.614977e-08
     290.772192    3.593689e-08
     291.063696    3.585501e-08
     291.355493    3.609246e-08
     291.647705    3.615796e-08
     291.939990    3.605971e-08
     292.232690    3.560118e-08
     292.525610    3.499528e-08
     292.818896    3.461044e-08
     293.112500    3.483152e-08
     293.406299    3.506078e-08
     293.700391    3.493796e-08
     293.994897    3.498709e-08
     294.289600    3.499528e-08
     294.584595    3.483152e-08
     294.879907    3.470870e-08
     295.175610    3.486427e-08
     295.471509    3.502803e-08
     295.767700    3.538829e-08
     296.064209    3.540467e-08
     296.361011    3.510172e-08
     296.658105    3.483152e-08
     296.955493    3.483152e-08
     297.253198    3.493796e-08
     297.551196    3.532280e-08
     297.849512    3.518360e-08
     298.148096    3.479058e-08
     298.446997    3.437299e-08
     298.746191    3.456950e-08
     299.045703    3.533917e-08
     299.345508    3.564212e-08
     299.645605    3.560937e-08
     299.945898    3.524091e-08
     300.246606    3.480696e-08
     300.547607    3.519179e-08
     300.848901    3.563393e-08
     301.150488    3.572400e-08
     301.452393    3.564212e-08
     301.754712    3.529004e-08
     302.057202    3.500346e-08
     302.360010    3.510172e-08
     302.663110    3.514266e-08
     302.966504    3.510991e-08
     303.270190    3.509353e-08
     303.574292    3.505259e-08
     303.878589    3.490521e-08
     304.183203    3.483152e-08
     304.488208    3.495433e-08
     304.793408    3.484789e-08
     305.098999    3.483152e-08
     305.404810    3.490521e-08
     305.711011    3.444668e-08
     306.017505    3.432386e-08
     306.324292    3.458588e-08
     306.631396    3.445487e-08
     306.938794    3.449581e-08
     307.246509    3.447943e-08
     307.554492    3.438118e-08
     307.862793    3.447125e-08
     308.171411    3.478239e-08
     308.480396    3.492977e-08
     308.789600    3.468413e-08
     309.099194    3.429111e-08
     309.409106    3.403729e-08
     309.719312    3.411098e-08
     310.029810    3.411098e-08
     310.340601    3.384077e-08
     310.651709    3.387353e-08
     310.963110    3.437299e-08
     311.274902    3.449581e-08
     311.586890    3.411917e-08
     311.899292    3.361151e-08
     312.211890    3.365245e-08
     312.524902    3.390628e-08
     312.838208    3.397997e-08
     313.151904    3.380802e-08
     313.465796    3.373433e-08
     313.780103    3.407004e-08
     314.094604    3.438118e-08
     314.409497    3.417648e-08
     314.724707    3.399635e-08
     315.040210    3.409460e-08
     315.356006    3.403729e-08
     315.672192    3.379984e-08
     315.988599    3.343138e-08
     316.305396    3.324306e-08
     316.622510    3.352963e-08
     316.939893    3.370977e-08
     317.257690    3.400453e-08
     317.575708    3.397178e-08
     317.894092    3.316118e-08
     318.212793    3.275997e-08
     318.531812    3.317755e-08
     318.851099    3.333312e-08
     319.170801    3.310386e-08
     319.490698    3.284184e-08
     319.811011    3.316118e-08
     320.131592    3.361151e-08
     320.452490    3.374252e-08
     320.773804    3.355420e-08
     321.095410    3.294010e-08
     321.417310    3.264534e-08
     321.739502    3.280909e-08
     322.062012    3.314480e-08
     322.384912    3.323487e-08
     322.708105    3.284184e-08
     323.031592    3.249795e-08
     323.355493    3.246520e-08
     323.679590    3.235057e-08
     324.004102    3.244883e-08
     324.328906    3.288279e-08
     324.654102    3.306292e-08
     324.979492    3.282547e-08
     325.305298    3.268628e-08
     325.631396    3.276816e-08
     325.957910    3.289097e-08
     326.284692    3.302198e-08
     326.611792    3.303836e-08
     326.939209    3.289097e-08
     327.266992    3.278453e-08
     327.594995    3.262077e-08
     327.923511    3.239970e-08
     328.252197    3.259621e-08
     328.581299    3.282547e-08
     328.910693    3.285003e-08
     329.240405    3.294010e-08
     329.570508    3.289097e-08
     329.900903    3.293191e-08
     330.231592    3.292373e-08
     330.562598    3.275997e-08
     330.893994    3.273541e-08
     331.225806    3.275178e-08
     331.557788    3.274359e-08
     331.890210    3.272722e-08
     332.222900    3.245701e-08
     332.556006    3.226050e-08
     332.889404    3.233419e-08
     333.223096    3.239151e-08
     333.557104    3.226050e-08
     333.891602    3.205580e-08
     334.226294    3.199030e-08
     334.561304    3.203943e-08
     334.896704    3.181017e-08
     335.232397    3.195755e-08
     335.568506    3.222775e-08
     335.904907    3.194117e-08
     336.241699    3.178560e-08
     336.578809    3.199849e-08
     336.916211    3.185929e-08
     337.253906    3.176104e-08
     337.591992    3.190023e-08
     337.930493    3.174466e-08
     338.269312    3.158090e-08
     338.608398    3.181835e-08
     338.947803    3.186748e-08
     339.287598    3.163003e-08
     339.627710    3.165459e-08
     339.968188    3.189204e-08
     340.309106    3.178560e-08
     340.650195    3.164641e-08
     340.991699    3.167916e-08
     341.333496    3.185110e-08
     341.675806    3.185929e-08
     342.018311    3.172829e-08
     342.361108    3.153996e-08
     342.704395    3.165459e-08
     343.047900    3.178560e-08
     343.391797    3.170372e-08
     343.736108    3.161365e-08
     344.080688    3.139258e-08
     344.425610    3.126157e-08
     344.770898    3.151540e-08
     345.116602    3.164641e-08
     345.462500    3.150721e-08
     345.808789    3.132708e-08
     346.155493    3.118788e-08
     346.502490    3.124520e-08
     346.849902    3.134345e-08
     347.197607    3.123701e-08
     347.545703    3.096681e-08
     347.894092    3.105687e-08
     348.242896    3.122063e-08
     348.591992    3.121245e-08
     348.941406    3.105687e-08
     349.291309    3.085218e-08
     349.641406    3.075392e-08
     349.991895    3.094224e-08
     350.342798    3.111419e-08
     350.693994    3.106506e-08
     351.045605    3.094224e-08
     351.397510    3.089312e-08
     351.749805    3.100775e-08
     352.102393    3.104050e-08
     352.455396    3.095862e-08
     352.808691    3.094224e-08
     353.162500    3.097499e-08
     353.516504    3.090949e-08
     353.870898    3.089312e-08
     354.225610    3.091768e-08
     354.580811    3.091768e-08
     354.936206    3.091768e-08
     355.291992    3.085218e-08
     355.648193    3.072936e-08
     356.004810    3.070479e-08
     356.361694    3.063110e-08
     356.718896    3.044278e-08
     357.076489    3.031177e-08
     357.434497    3.031177e-08
     357.792798    3.034452e-08
     358.151489    3.027902e-08
     358.510498    3.013983e-08
     358.869995    3.015620e-08
     359.229712    3.032815e-08
     359.589893    3.038547e-08
     359.950293    3.037728e-08
     360.311206    3.027083e-08
     360.672412    3.012345e-08
     361.034009    3.008251e-08
     361.395898    3.005795e-08
     361.758301    3.002519e-08
     362.120898    2.998425e-08
     362.483911    3.004976e-08
     362.847290    3.002519e-08
     363.211108    2.987781e-08
     363.575195    2.995969e-08
     363.939697    2.999244e-08
     364.304492    2.986962e-08
     364.669702    2.984506e-08
     365.035303    2.988600e-08
     365.401294    2.998425e-08
     365.767603    3.002519e-08
     366.134302    2.998425e-08
     366.501294    2.997606e-08
     366.868701    2.995969e-08
     367.236499    2.988600e-08
     367.604712    2.967311e-08
     367.973193    2.937016e-08
     368.342090    2.908358e-08
     368.711401    2.882157e-08
     369.081006    2.871512e-08
     369.451001    2.860868e-08
     369.821289    2.849405e-08
     370.192090    2.837123e-08
     370.563208    2.822384e-08
     370.934692    2.860868e-08
     371.306592    2.846948e-08
     371.678809    3.043459e-08
     372.051392    2.962398e-08
     372.424390    2.973861e-08
     372.797803    3.388172e-08
     373.171509    3.266990e-08
     373.545605    2.968130e-08
     373.920093    3.538011e-08
     374.294897    4.111986e-08
     374.670190    3.719783e-08
     375.045801    3.074573e-08
     375.421802    3.578132e-08
     375.798096    4.667128e-08
     376.174902    5.102728e-08
     376.552002    4.530390e-08
     376.929492    3.415192e-08
     377.307300    3.248977e-08
     377.685596    4.474712e-08
     378.064209    5.838004e-08
     378.443188    6.485671e-08
     378.822607    6.214651e-08
     379.202393    5.131385e-08
     379.582495    3.693582e-08
     379.963110    3.152359e-08
     380.343994    4.193047e-08
     380.725293    5.727468e-08
     381.107007    6.894249e-08
     381.488989    7.483782e-08
     381.871509    7.586950e-08
     382.254297    7.148894e-08
     382.637500    6.163885e-08
     383.021094    4.763746e-08
     383.405103    3.392266e-08
     383.789404    3.181835e-08
     384.174194    4.414121e-08
     384.559302    5.952636e-08
     384.944800    7.125149e-08
     385.330811    7.848144e-08
     385.716992    8.212509e-08
     386.103711    8.392643e-08
     386.490796    8.433584e-08
     386.878198    8.318952e-08
     387.266089    7.899730e-08
     387.654297    7.132519e-08
     388.042993    6.005039e-08
     388.432007    4.572148e-08
     388.821411    3.275178e-08
     389.211206    3.279272e-08
     389.601294    4.557410e-08
     389.991895    5.946904e-08
     390.382910    7.003968e-08
     390.774292    7.782642e-08
     391.165991    8.294387e-08
     391.558105    8.548215e-08
     391.950708    8.695598e-08
     392.343604    8.769288e-08
     392.736890    8.695598e-08
     393.130591    8.204321e-08
     393.524805    7.804750e-08
     393.919312    8.212509e-08
     394.314209    8.409019e-08
     394.709497    8.228884e-08
     395.105200    7.903004e-08
     395.501294    7.351955e-08
     395.897803    6.469295e-08
     396.294702    5.231278e-08
     396.691895    3.789381e-08
     397.089600    2.957486e-08
     397.487695    3.628897e-08
     397.886206    5.038861e-08
     398.285107    6.280973e-08
     398.684399    7.173458e-08
     399.084009    7.753164e-08
     399.484106    8.091327e-08
     399.884595    8.269824e-08
     400.285498    8.359891e-08
     400.686792    8.433584e-08
     401.088501    8.499087e-08
     401.490503    8.531838e-08
     401.892993    8.556402e-08
     402.295898    8.515463e-08
     402.699194    8.441771e-08
     403.103003    8.441771e-08
     403.507104    8.474522e-08
     403.911597    8.490899e-08
     404.316504    8.441771e-08
     404.721802    8.376267e-08
     405.127588    8.351704e-08
     405.533691    8.310765e-08
     405.940210    8.253449e-08
     406.347192    8.145367e-08
     406.754590    8.028279e-08
     407.162402    7.907917e-08
     407.570508    7.733514e-08
     407.979102    7.487056e-08
     408.388110    7.114505e-08
     408.797510    6.505322e-08
     409.207300    5.600554e-08
     409.617578    4.390376e-08
     410.028223    3.196574e-08
     410.439307    2.998425e-08
     410.850684    4.007999e-08
     411.262598    5.234553e-08
     411.674902    6.190086e-08
     412.087598    6.830383e-08
     412.500684    7.208667e-08
     412.914307    7.383069e-08
     413.328223    7.533727e-08
     413.742578    7.704856e-08
     414.157324    7.777729e-08
     414.572607    7.790829e-08
     414.988184    7.824400e-08
     415.404199    7.828494e-08
     415.820605    7.826856e-08
     416.237500    7.831769e-08
     416.654688    7.819486e-08
     417.072510    7.768723e-08
     417.490576    7.699125e-08
     417.909082    7.690117e-08
     418.328076    7.703219e-08
     418.747510    7.704856e-08
     419.167188    7.704037e-08
     419.587500    7.675379e-08
     420.008105    7.617245e-08
     420.429199    7.616426e-08
     420.850586    7.639351e-08
     421.272510    7.620520e-08
     421.694922    7.575487e-08
     422.117578    7.546009e-08
     422.540820    7.487875e-08
     422.964404    7.442842e-08
     423.388379    7.424009e-08
     423.812793    7.428103e-08
     424.237695    7.420734e-08
     424.662988    7.374063e-08
     425.088818    7.344586e-08
     425.514893    7.347861e-08
     425.941504    7.322479e-08
     426.368506    7.283996e-08
     426.795898    7.248787e-08
     427.223779    7.198022e-08
     427.652100    7.180827e-08
     428.080811    7.192291e-08
     428.510010    7.175096e-08
     428.939502    7.113686e-08
     429.369482    7.039176e-08
     429.800000    6.955659e-08
     430.230908    6.857404e-08
     430.662207    6.780437e-08
     431.093896    6.671537e-08
     431.526123    6.491403e-08
     431.958691    6.246583e-08
     432.391699    5.841280e-08
     432.825195    5.230459e-08
     433.259082    4.392832e-08
     433.693506    3.350507e-08
     434.128223    2.697109e-08
     434.563379    3.159728e-08
     434.999121    4.164388e-08
     435.435205    5.035586e-08
     435.871680    5.677521e-08
     436.308594    6.089374e-08
     436.745996    6.329281e-08
     437.183887    6.468476e-08
     437.622217    6.560181e-08
     438.060889    6.596208e-08
     438.500000    6.569188e-08
     438.939600    6.598664e-08
     439.379687    6.632235e-08
     439.820215    6.639604e-08
     440.261084    6.644517e-08
     440.702393    6.649430e-08
     441.144189    6.637148e-08
     441.586523    6.547899e-08
     442.029199    6.502866e-08
     442.472314    6.565094e-08
     442.915918    6.556087e-08
     443.359912    6.519241e-08
     443.804395    6.551174e-08
     444.249316    6.539711e-08
     444.694678    6.515148e-08
     445.140479    6.510235e-08
     445.586719    6.498772e-08
     446.033398    6.486490e-08
     446.480615    6.455376e-08
     446.928223    6.402973e-08
     447.376221    6.384959e-08
     447.824707    6.327644e-08
     448.273584    6.249858e-08
     448.722998    6.307993e-08
     449.172900    6.335013e-08
     449.623193    6.337469e-08
     450.073877    6.325187e-08
     450.525098    6.302261e-08
     450.976807    6.280154e-08
     451.428906    6.259684e-08
     451.881396    6.226113e-08
     452.334521    6.196637e-08
     452.787891    6.194180e-08
     453.241797    6.176167e-08
     453.696191    6.163066e-08
     454.151123    6.158153e-08
     454.606299    6.112301e-08
     455.062109    6.046797e-08
     455.518311    6.031240e-08
     455.975000    6.041884e-08
     456.432080    6.061535e-08
     456.889600    6.060716e-08
     457.347705    6.032058e-08
     457.806201    6.001763e-08
     458.265088    5.957549e-08
     458.724512    5.934623e-08
     459.184424    5.948542e-08
     459.644678    5.963281e-08
     460.105518    5.963281e-08
     460.566797    5.951817e-08
     461.028516    5.933804e-08
     461.490723    5.898596e-08
     461.953320    5.854381e-08
     462.416504    5.842918e-08
     462.879980    5.820810e-08
     463.343994    5.793790e-08
     463.808496    5.794608e-08
     464.273486    5.804434e-08
     464.739014    5.792971e-08
     465.204883    5.773320e-08
     465.671191    5.753669e-08
     466.138086    5.734836e-08
     466.605420    5.709454e-08
     467.073096    5.690622e-08
     467.541406    5.688984e-08
     468.010107    5.680796e-08
     468.479297    5.663601e-08
     468.948877    5.639316e-08
     469.418994    5.623006e-08
     469.889600    5.606695e-08
     470.360693    5.590385e-08
     470.832178    5.574075e-08
     471.304199    5.557764e-08
     471.776807    5.541454e-08
     472.249707    5.525143e-08
     472.723096    5.508833e-08
     473.197021    5.477736e-08
     473.671387    5.461359e-08
     474.146289    5.451533e-08
     474.621582    5.440071e-08
     475.097412    5.425332e-08
     475.573682    5.406500e-08
     476.050391    5.386030e-08
     476.527686    5.363923e-08
     477.005420    5.347547e-08
     477.483594    5.330352e-08
     477.962305    5.309063e-08
     478.441504    5.288593e-08
     478.921094    5.267305e-08
     479.401221    5.244379e-08
     479.881787    5.215721e-08
     480.362891    5.181331e-08
     480.844385    5.148580e-08
     481.326514    5.112553e-08
     481.808984    5.064244e-08
     482.291992    4.993828e-08
     482.775488    4.910310e-08
     483.259521    4.803048e-08
     483.743994    4.637652e-08
     484.229004    4.387101e-08
     484.714404    4.012912e-08
     485.200293    3.479877e-08
     485.686719    2.791270e-08
     486.173584    2.282799e-08
     486.660986    2.525162e-08
     487.148877    3.197393e-08
     487.637305    3.772186e-08
     488.126123    4.173395e-08
     488.615479    4.430497e-08
     489.105322    4.581974e-08
     489.595703    4.687598e-08
     490.086523    4.759652e-08
     490.577686    4.795679e-08
     491.069580    4.811236e-08
     491.561914    4.811236e-08
     492.054590    4.786673e-08
     492.547900    4.779303e-08
     493.041699    4.807961e-08
     493.535986    4.816149e-08
     494.030811    4.814512e-08
     494.525977    4.808780e-08
     495.021777    4.794860e-08
     495.518115    4.769478e-08
     496.014795    4.753102e-08
     496.512109    4.758015e-08
     497.009814    4.752283e-08
     497.508105    4.739182e-08
     498.006787    4.717893e-08
     498.506104    4.696605e-08
     499.005811    4.687598e-08
     499.506104    4.675317e-08
     500.006787    4.652390e-08
     500.508105    4.628645e-08
     501.009912    4.622913e-08
     501.512109    4.598350e-08
     502.014893    4.564779e-08
     502.518213    4.577880e-08
     503.021924    4.582793e-08
     503.526221    4.564779e-08
     504.031006    4.540215e-08
     504.536279    4.533665e-08
     505.042090    4.527115e-08
     505.548389    4.502551e-08
     506.055176    4.496820e-08
     506.562500    4.496820e-08
     507.070410    4.483718e-08
     507.578711    4.469799e-08
     508.087500    4.459974e-08
     508.596924    4.449329e-08
     509.106787    4.436229e-08
     509.617090    4.417396e-08
     510.127979    4.398564e-08
     510.639502    4.392832e-08
     511.151416    4.387101e-08
     511.663818    4.374819e-08
     512.176807    4.359262e-08
     512.690186    4.341249e-08
     513.204199    4.323235e-08
     513.718701    4.307677e-08
     514.233594    4.290483e-08
     514.749219    4.279020e-08
     515.265186    4.272469e-08
     515.781787    4.261825e-08
     516.298779    4.231530e-08
     516.816406    4.170120e-08
     517.334521    4.153744e-08
     517.853076    4.180765e-08
     518.372314    4.166845e-08
     518.891992    4.153744e-08
     519.412207    4.148832e-08
     519.932910    4.139006e-08
     520.454102    4.139825e-08
     520.975879    4.134094e-08
     521.498096    4.122630e-08
     522.020898    4.109530e-08
     522.544287    4.084147e-08
     523.068115    4.053851e-08
     523.592480    4.041569e-08
     524.117383    4.052214e-08
     524.642822    4.057127e-08
     525.168799    4.042388e-08
     525.695312    4.021918e-08
     526.222314    3.998992e-08
     526.749805    3.975247e-08
     527.277881    3.956415e-08
     527.806494    3.951502e-08
     528.335596    3.957234e-08
     528.865283    3.959690e-08
     529.395508    3.955596e-08
     529.926221    3.943314e-08
     530.457520    3.927757e-08
     530.989209    3.908106e-08
     531.521484    3.877811e-08
     532.054395    3.862253e-08
     532.587793    3.856522e-08
     533.121680    3.842603e-08
     533.656201    3.834415e-08
     534.191211    3.831958e-08
     534.726709    3.835233e-08
     535.262695    3.831140e-08
     535.799316    3.816401e-08
     536.336523    3.792656e-08
     536.874121    3.775461e-08
     537.412402    3.772186e-08
     537.951123    3.766454e-08
     538.490381    3.753354e-08
     539.030322    3.745166e-08
     539.570605    3.730428e-08
     540.111621    3.709139e-08
     540.652979    3.691944e-08
     541.195020    3.687850e-08
     541.737500    3.682938e-08
     542.280713    3.673112e-08
     542.824316    3.658374e-08
     543.368506    3.651823e-08
     543.913184    3.646911e-08
     544.458496    3.637904e-08
     545.004297    3.625622e-08
     545.550684    3.613340e-08
     546.097607    3.602696e-08
     546.645117    3.593689e-08
     547.193115    3.584682e-08
     547.741699    3.571581e-08
     548.290723    3.561756e-08
     548.840381    3.551931e-08
     549.390576    3.542105e-08
     549.941406    3.532280e-08
     550.492676    3.519179e-08
     551.044482    3.510172e-08
     551.597021    3.504441e-08
     552.150000    3.492977e-08
     552.703516    3.473326e-08
     553.257617    3.459407e-08
     553.812207    3.455313e-08
     554.367383    3.449581e-08
     554.923096    3.439756e-08
     555.479492    3.429930e-08
     556.036377    3.420104e-08
     556.593799    3.408641e-08
     557.151807    3.395541e-08
     557.710400    3.386534e-08
     558.269385    3.377527e-08
     558.829102    3.364427e-08
     559.389307    3.357057e-08
     559.950098    3.349688e-08
     560.511523    3.340682e-08
     561.073291    3.330856e-08
     561.635791    3.317755e-08
     562.198779    3.307929e-08
     562.762500    3.300561e-08
     563.326709    3.292373e-08
     563.891406    3.282547e-08
     564.456592    3.271903e-08
     565.022607    3.261258e-08
     565.589014    3.248977e-08
     566.156006    3.237513e-08
     566.723584    3.230963e-08
     567.291699    3.223594e-08
     567.860400    3.214587e-08
     568.429688    3.203943e-08
     568.999609    3.194117e-08
     569.570020    3.185110e-08
     570.141016    3.176104e-08
     570.712500    3.166278e-08
     571.284717    3.156453e-08
     571.857422    3.148265e-08
     572.430713    3.139258e-08
     573.004492    3.130251e-08
     573.579004    3.121245e-08
     574.154004    3.111419e-08
     574.729590    3.100775e-08
     575.305713    3.090130e-08
     575.882520    3.081942e-08
     576.459912    3.072936e-08
     577.037695    3.063929e-08
     577.616211    3.054103e-08
     578.195312    3.044278e-08
     578.774902    3.035271e-08
     579.355078    3.027083e-08
     579.935889    3.018077e-08
     580.517285    3.009070e-08
     581.099316    3.000063e-08
     581.681787    2.991056e-08
     582.264893    2.982049e-08
     582.848682    2.973043e-08
     583.433008    2.964036e-08
     584.017920    2.955848e-08
     584.603418    2.947660e-08
     585.189502    2.937835e-08
     585.776123    2.928009e-08
     586.363281    2.919002e-08
     586.951221    2.909996e-08
     587.539600    2.899351e-08
     588.128613    2.888707e-08
     588.718213    2.871512e-08
     589.308398    2.852680e-08
     589.899219    2.850224e-08
     590.490479    2.854318e-08
     591.082520    2.849405e-08
     591.675000    2.841217e-08
     592.268311    2.833848e-08
     592.862012    2.824841e-08
     593.456299    2.815834e-08
     594.051318    2.808465e-08
     594.646777    2.799458e-08
     595.242920    2.788814e-08
     595.839600    2.778169e-08
     596.437012    2.771619e-08
     597.034912    2.765069e-08
     597.633398    2.754424e-08
     598.232617    2.744599e-08
     598.832324    2.738049e-08
     599.432617    2.730679e-08
     600.033594    2.723310e-08
     600.635205    2.715123e-08
     601.237305    2.704478e-08
     601.839893    2.696290e-08
     602.443311    2.689740e-08
     603.047314    2.682371e-08
     603.651904    2.675820e-08
     604.256982    2.666814e-08
     604.862793    2.657807e-08
     605.469092    2.650438e-08
     606.076123    2.643069e-08
     606.683691    2.634880e-08
     607.291895    2.627512e-08
     607.900781    2.619324e-08
     608.510205    2.610317e-08
