Wave     R062      Z087      Y106      J129      H158      F184      W146      K213      SNPrism   Grism_1stOrder  Grism_0thOrder
1.460    0.0000    0.0000    0.0000    1.0419    2.8764    0.0000    2.8764    0.0000    2.7908    2.4389    0.0003
1.465    0.0000    0.0000    0.0000    0.7453    2.8770    0.0000    2.8770    0.0000    2.7913    2.4294    0.0004
1.470    0.0000    0.0000    0.0000    0.4996    2.8776    0.0000    2.8776    0.0000    2.7919    2.4198    0.0004
1.475    0.0000    0.0000    0.0000    0.3129    2.8792    0.0000    2.8792    0.0000    2.7935    2.4108    0.0005
1.480    0.0000    0.0000    0.0000    0.1823    2.8792    0.0000    2.8792    0.0000    2.7935    2.4003    0.0006
1.485    0.0000    0.0000    0.0000    0.0988    2.8808    0.0000    2.8808    0.0000    2.7951    2.3909    0.0006
1.490    0.0000    0.0000    0.0000    0.0496    2.8812    0.0000    2.8812    0.0000    2.7954    2.3804    0.0007
1.495    0.0000    0.0000    0.0000    0.0231    2.8831    0.0000    2.8831    0.0000    2.7973    2.3709    0.0008
1.500    0.0000    0.0000    0.0000    0.0099    2.8837    0.0000    2.8837    0.0000    2.7978    2.3602    0.0009
1.505    0.0000    0.0000    0.0000    0.0039    2.8841    0.0000    2.8841    0.0000    2.7982    2.3491    0.0010
1.510    0.0000    0.0000    0.0000    0.0014    2.8863    0.0000    2.8863    0.0000    2.8004    2.3395    0.0011
1.515    0.0000    0.0000    0.0000    0.0005    2.8878    0.0000    2.8878    0.0000    2.8018    2.3290    0.0012
1.520    0.0000    0.0000    0.0000    0.0002    2.8894    0.0000    2.8894    0.0000    2.8034    2.3186    0.0013
1.525    0.0000    0.0000    0.0000    0.0000    2.8920    0.0000    2.8920    0.0000    2.8059    2.3087    0.0014
1.530    0.0000    0.0000    0.0000    0.0000    2.8928    0.0000    2.8928    0.0000    2.8067    2.2974    0.0016
1.535    0.0000    0.0000    0.0000    0.0000    2.8954    0.0000    2.8954    0.0000    2.8092    2.2873    0.0017
1.540    0.0000    0.0000    0.0000    0.0000    2.8980    0.0000    2.8980    0.0000    2.8117    2.2771    0.0019
1.545    0.0000    0.0000    0.0000    0.0000    2.8999    0.0000    2.8999    0.0000    2.8136    2.2662    0.0020
1.550    0.0000    0.0000    0.0000    0.0000    2.9019    0.0000    2.9019    0.0000    2.8155    2.2553    0.0022
1.555    0.0000    0.0000    0.0000    0.0000    2.9034    0.0000    2.9034    0.0000    2.8169    2.2439    0.0024
1.560    0.0000    0.0000    0.0000    0.0000    2.9049    0.0000    2.9049    0.0000    2.8184    2.2325    0.0026
1.565    0.0000    0.0000    0.0000    0.0000    2.9058    0.0000    2.9058    0.0000    2.8193    2.2204    0.0028
1.570    0.0000    0.0000    0.0000    0.0000    2.9081    0.0000    2.9081    0.0000    2.8215    2.2094    0.0030
1.575    0.0000    0.0000    0.0000    0.0000    2.9092    0.0000    2.9092    0.0000    2.8226    2.1974    0.0032
1.580    0.0000    0.0000    0.0000    0.0000    2.9104    0.0000    2.9104    0.0000    2.8237    2.1854    0.0035
1.585    0.0000    0.0000    0.0000    0.0000    2.9125    0.0000    2.9125    0.0000    2.8258    2.1740    0.0037
1.590    0.0000    0.0000    0.0000    0.0000    2.9150    0.0000    2.9150    0.0000    2.8282    2.1628    0.0040
1.595    0.0000    0.0000    0.0000    0.0000    2.9182    0.0000    2.9182    0.0000    2.8314    2.1521    0.0043
1.600    0.0000    0.0000    0.0000    0.0000    2.9222    0.0000    2.9222    0.0000    2.8352    2.1419    0.0046
1.605    0.0000    0.0000    0.0000    0.0000    2.9261    0.0001    2.9261    0.0000    2.8390    2.1315    0.0049
1.610    0.0000    0.0000    0.0000    0.0000    2.9304    0.0003    2.9304    0.0000    2.8432    2.1214    0.0052
1.615    0.0000    0.0000    0.0000    0.0000    2.9342    0.0008    2.9342    0.0000    2.8469    2.1108    0.0055
1.620    0.0000    0.0000    0.0000    0.0000    2.9383    0.0019    2.9383    0.0000    2.8508    2.1004    0.0059
1.625    0.0000    0.0000    0.0000    0.0000    2.9439    0.0045    2.9439    0.0000    2.8563    2.0910    0.0063
1.630    0.0000    0.0000    0.0000    0.0000    2.9496    0.0099    2.9496    0.0000    2.8618    2.0816    0.0066
1.635    0.0000    0.0000    0.0000    0.0000    2.9537    0.0205    2.9537    0.0000    2.8658    2.0710    0.0071
1.640    0.0000    0.0000    0.0000    0.0000    2.9576    0.0403    2.9576    0.0000    2.8695    2.0603    0.0075
1.645    0.0000    0.0000    0.0000    0.0000    2.9612    0.0746    2.9612    0.0000    2.8731    2.0493    0.0079
1.650    0.0000    0.0000    0.0000    0.0000    2.9645    0.1304    2.9645    0.0000    2.8762    2.0380    0.0083
1.655    0.0000    0.0000    0.0000    0.0000    2.9686    0.2158    2.9686    0.0000    2.8802    2.0272    0.0088
1.660    0.0000    0.0000    0.0000    0.0000    2.9705    0.3381    2.9705    0.0000    2.8821    2.0150    0.0093
1.665    0.0000    0.0000    0.0000    0.0000    2.9739    0.5026    2.9739    0.0000    2.8853    2.0037    0.0098
1.670    0.0000    0.0000    0.0000    0.0000    2.9770    0.7100    2.9770    0.0000    2.8883    1.9922    0.0103
1.675    0.0000    0.0000    0.0000    0.0000    2.9784    0.9548    2.9784    0.0000    2.8897    1.9796    0.0108
1.680    0.0000    0.0000    0.0000    0.0000    2.9797    1.2262    2.9797    0.0000    2.8909    1.9669    0.0114
1.685    0.0000    0.0000    0.0000    0.0000    2.9823    1.5092    2.9823    0.0000    2.8935    1.9551    0.0120
1.690    0.0000    0.0000    0.0000    0.0000    2.9834    1.7846    2.9835    0.0000    2.8946    1.9423    0.0125
1.695    0.0000    0.0000    0.0000    0.0000    2.9842    2.0365    2.9844    0.0000    2.8956    1.9294    0.0131
1.700    0.0000    0.0000    0.0000    0.0000    2.9867    2.2542    2.9872    0.0000    2.8983    1.9177    0.0138
1.705    0.0000    0.0000    0.0000    0.0000    2.9887    2.4300    2.9900    0.0000    2.9010    1.9060    0.0144
1.710    0.0000    0.0000    0.0000    0.0000    2.9898    2.5634    2.9928    0.0000    2.9037    1.8943    0.0151
1.715    0.0000    0.0000    0.0000    0.0000    2.9882    2.6581    2.9950    0.0000    2.9058    1.8822    0.0158
1.720    0.0000    0.0000    0.0000    0.0000    2.9844    2.7229    2.9984    0.0000    2.9091    1.8710    0.0165
1.725    0.0000    0.0000    0.0000    0.0000    2.9728    2.7630    3.0002    0.0000    2.9109    1.8587    0.0172
1.730    0.0000    0.0000    0.0000    0.0000    2.9506    2.7869    3.0018    0.0000    2.9124    1.8463    0.0179
1.735    0.0000    0.0000    0.0000    0.0000    2.9131    2.8011    3.0038    0.0000    2.9144    1.8342    0.0187
1.740    0.0000    0.0000    0.0000    0.0000    2.8528    2.8089    3.0055    0.0000    2.9160    1.8219    0.0195
1.745    0.0000    0.0000    0.0000    0.0000    2.7614    2.8122    3.0057    0.0000    2.9161    1.8088    0.0203
1.750    0.0000    0.0000    0.0000    0.0000    2.6346    2.8150    3.0073    0.0000    2.9172    1.7965    0.0211
1.755    0.0000    0.0000    0.0000    0.0000    2.4642    2.8140    3.0056    0.0000    2.9141    1.7823    0.0219
1.760    0.0000    0.0000    0.0000    0.0000    2.2535    2.8138    3.0051    0.0000    2.9092    1.7689    0.0228
1.765    0.0000    0.0000    0.0000    0.0000    2.0045    2.8115    3.0025    0.0000    2.8946    1.7543    0.0236
1.770    0.0000    0.0000    0.0000    0.0000    1.7288    2.8087    2.9996    0.0000    2.8626    1.7396    0.0245
1.775    0.0000    0.0000    0.0000    0.0000    1.4407    2.8059    2.9965    0.0000    2.7980    1.7249    0.0254
1.780    0.0000    0.0000    0.0000    0.0000    1.1564    2.8030    2.9934    0.0000    2.6798    1.7103    0.0263
1.785    0.0000    0.0000    0.0000    0.0000    0.8922    2.8017    2.9921    0.0000    2.4884    1.6968    0.0272
1.790    0.0000    0.0000    0.0000    0.0000    0.6592    2.7991    2.9893    0.0000    2.2092    1.6824    0.0282
1.795    0.0000    0.0000    0.0000    0.0000    0.4659    2.7970    2.9870    0.0000    1.8520    1.6685    0.0291
1.800    0.0000    0.0000    0.0000    0.0000    0.3142    2.7941    2.9839    0.0000    1.4475    1.6542    0.0301
1.805    0.0000    0.0000    0.0000    0.0000    0.2021    2.7923    2.9820    0.0000    1.0443    1.6406    0.0311
1.810    0.0000    0.0000    0.0000    0.0000    0.1238    2.7928    2.9825    0.0000    0.6895    1.6284    0.0322
1.815    0.0000    0.0000    0.0000    0.0000    0.0721    2.7914    2.9811    0.0000    0.4131    1.6153    0.0332
1.820    0.0000    0.0000    0.0000    0.0000    0.0399    2.7931    2.9829    0.0000    0.2236    1.6039    0.0344
1.825    0.0000    0.0000    0.0000    0.0000    0.0210    2.7944    2.9843    0.0000    0.1088    1.5924    0.0355
1.830    0.0000    0.0000    0.0000    0.0000    0.0105    2.7960    2.9859    0.0000    0.0474    1.5810    0.0367
1.835    0.0000    0.0000    0.0000    0.0000    0.0049    2.7976    2.9877    0.0000    0.0184    1.5698    0.0378
1.840    0.0000    0.0000    0.0000    0.0000    0.0022    2.7993    2.9895    0.0000    0.0064    1.5586    0.0390
1.845    0.0000    0.0000    0.0000    0.0000    0.0009    2.8010    2.9913    0.0000    0.0020    1.5475    0.0403
1.850    0.0000    0.0000    0.0000    0.0000    0.0004    2.8026    2.9930    0.0000    0.0005    1.5363    0.0415
1.855    0.0000    0.0000    0.0000    0.0000    0.0001    2.8040    2.9945    0.0000    0.0001    1.5249    0.0428
1.860    0.0000    0.0000    0.0000    0.0000    0.0001    2.8055    2.9960    0.0001    0.0000    1.5133    0.0441
1.865    0.0000    0.0000    0.0000    0.0000    0.0000    2.8084    2.9992    0.0003    0.0000    1.5019    0.0454
1.870    0.0000    0.0000    0.0000    0.0000    0.0000    2.8097    3.0005    0.0006    0.0000    1.4886    0.0466
1.875    0.0000    0.0000    0.0000    0.0000    0.0000    2.8123    3.0034    0.0014    0.0000    1.4741    0.0479
1.880    0.0000    0.0000    0.0000    0.0000    0.0000    2.8134    3.0045    0.0030    0.0000    1.4556    0.0490
1.885    0.0000    0.0000    0.0000    0.0000    0.0000    2.8142    3.0054    0.0062    0.0000    1.4321    0.0500
1.890    0.0000    0.0000    0.0000    0.0000    0.0000    2.8134    3.0046    0.0121    0.0000    1.4005    0.0506
1.895    0.0000    0.0000    0.0000    0.0000    0.0000    2.8137    3.0049    0.0225    0.0000    1.3595    0.0509
1.900    0.0000    0.0000    0.0000    0.0000    0.0000    2.8137    3.0048    0.0401    0.0000    1.3057    0.0506
1.905    0.0000    0.0000    0.0000    0.0000    0.0000    2.8130    3.0041    0.0685    0.0000    1.2366    0.0496
1.910    0.0000    0.0000    0.0000    0.0000    0.0000    2.8133    3.0045    0.1122    0.0000    1.1516    0.0478
1.915    0.0000    0.0000    0.0000    0.0000    0.0000    2.8118    3.0028    0.1761    0.0000    1.0498    0.0450
1.920    0.0000    0.0000    0.0000    0.0000    0.0000    2.8098    3.0006    0.2653    0.0000    0.9339    0.0414
1.925    0.0000    0.0000    0.0000    0.0000    0.0000    2.8084    2.9992    0.3843    0.0000    0.8086    0.0371
1.930    0.0000    0.0000    0.0000    0.0000    0.0000    2.8045    2.9951    0.5350    0.0000    0.6786    0.0321
1.935    0.0000    0.0000    0.0000    0.0000    0.0000    2.8002    2.9904    0.7176    0.0000    0.5510    0.0270
1.940    0.0000    0.0000    0.0000    0.0000    0.0000    2.7927    2.9825    0.9283    0.0000    0.4316    0.0218
1.945    0.0000    0.0000    0.0000    0.0000    0.0000    2.7826    2.9717    1.1610    0.0000    0.3257    0.0170
1.950    0.0000    0.0000    0.0000    0.0000    0.0000    2.7632    2.9509    1.4046    0.0000    0.2360    0.0127
1.955    0.0000    0.0000    0.0000    0.0000    0.0000    2.7329    2.9186    1.6484    0.0000    0.1641    0.0091
1.960    0.0000    0.0000    0.0000    0.0000    0.0000    2.6857    2.8682    1.8799    0.0000    0.1092    0.0063
1.965    0.0000    0.0000    0.0000    0.0000    0.0000    2.6175    2.7953    2.0895    0.0000    0.0695    0.0041
1.970    0.0000    0.0000    0.0000    0.0000    0.0000    2.5261    2.6977    2.2722    0.0000    0.0423    0.0026
1.975    0.0000    0.0000    0.0000    0.0000    0.0000    2.4047    2.5681    2.4218    0.0000    0.0246    0.0015
1.980    0.0000    0.0000    0.0000    0.0000    0.0000    2.2530    2.4060    2.5392    0.0000    0.0137    0.0009
1.985    0.0000    0.0000    0.0000    0.0000    0.0000    2.0715    2.2122    2.6271    0.0000    0.0072    0.0005
1.990    0.0000    0.0000    0.0000    0.0000    0.0000    1.8640    1.9906    2.6898    0.0000    0.0036    0.0003
1.995    0.0000    0.0000    0.0000    0.0000    0.0000    1.6371    1.7483    2.7324    0.0000    0.0018    0.0001
2.000    0.0000    0.0000    0.0000    0.0000    0.0000    1.4006    1.4957    2.7612    0.0000    0.0008    0.0001
2.005    0.0000    0.0000    0.0000    0.0000    0.0000    1.1635    1.2425    2.7781    0.0000    0.0003    0.0000
2.010    0.0000    0.0000    0.0000    0.0000    0.0000    0.9370    1.0007    2.7880    0.0000    0.0001    0.0000
2.015    0.0000    0.0000    0.0000    0.0000    0.0000    0.7304    0.7800    2.7935    0.0000    0.0001    0.0000
2.020    0.0000    0.0000    0.0000    0.0000    0.0000    0.5501    0.5875    2.7965    0.0000    0.0000    0.0000
2.025    0.0000    0.0000    0.0000    0.0000    0.0000    0.3998    0.4270    2.7981    0.0000    0.0000    0.0000
2.030    0.0000    0.0000    0.0000    0.0000    0.0000    0.2801    0.2991    2.7990    0.0000    0.0000    0.0000
2.035    0.0000    0.0000    0.0000    0.0000    0.0000    0.1890    0.2019    2.8013    0.0000    0.0000    0.0000
2.040    0.0000    0.0000    0.0000    0.0000    0.0000    0.1227    0.1310    2.8017    0.0000    0.0000    0.0000
2.045    0.0000    0.0000    0.0000    0.0000    0.0000    0.0765    0.0817    2.8024    0.0000    0.0000    0.0000
2.050    0.0000    0.0000    0.0000    0.0000    0.0000    0.0459    0.0490    2.8031    0.0000    0.0000    0.0000
2.055    0.0000    0.0000    0.0000    0.0000    0.0000    0.0264    0.0282    2.8053    0.0000    0.0000    0.0000
2.060    0.0000    0.0000    0.0000    0.0000    0.0000    0.0146    0.0156    2.8059    0.0000    0.0000    0.0000
2.065    0.0000    0.0000    0.0000    0.0000    0.0000    0.0077    0.0082    2.8083    0.0000    0.0000    0.0000
2.070    0.0000    0.0000    0.0000    0.0000    0.0000    0.0039    0.0042    2.8092    0.0000    0.0000    0.0000
2.075    0.0000    0.0000    0.0000    0.0000    0.0000    0.0019    0.0020    2.8104    0.0000    0.0000    0.0000
2.080    0.0000    0.0000    0.0000    0.0000    0.0000    0.0009    0.0010    2.8130    0.0000    0.0000    0.0000
2.085    0.0000    0.0000    0.0000    0.0000    0.0000    0.0004    0.0004    2.8144    0.0000    0.0000    0.0000
2.090    0.0000    0.0000    0.0000    0.0000    0.0000    0.0002    0.0002    2.8160    0.0000    0.0000    0.0000
2.095    0.0000    0.0000    0.0000    0.0000    0.0000    0.0001    0.0001    2.8177    0.0000    0.0000    0.0000
2.100    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8195    0.0000    0.0000    0.0000
2.105    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8219    0.0000    0.0000    0.0000
2.110    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8245    0.0000    0.0000    0.0000
2.115    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8280    0.0000    0.0000    0.0000
2.120    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8315    0.0000    0.0000    0.0000
2.125    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8327    0.0000    0.0000    0.0000
2.130    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8369    0.0000    0.0000    0.0000
2.135    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8393    0.0000    0.0000    0.0000
2.140    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8414    0.0000    0.0000    0.0000
2.145    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8448    0.0000    0.0000    0.0000
2.150    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8459    0.0000    0.0000    0.0000
2.155    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8465    0.0000    0.0000    0.0000
2.160    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8467    0.0000    0.0000    0.0000
2.165    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8473    0.0000    0.0000    0.0000
2.170    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8474    0.0000    0.0000    0.0000
2.175    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8466    0.0000    0.0000    0.0000
2.180    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8454    0.0000    0.0000    0.0000
2.185    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8440    0.0000    0.0000    0.0000
2.190    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8424    0.0000    0.0000    0.0000
2.195    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8422    0.0000    0.0000    0.0000
2.200    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8413    0.0000    0.0000    0.0000
2.205    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8407    0.0000    0.0000    0.0000
2.210    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8378    0.0000    0.0000    0.0000
2.215    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8335    0.0000    0.0000    0.0000
2.220    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8299    0.0000    0.0000    0.0000
2.225    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8224    0.0000    0.0000    0.0000
2.230    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8143    0.0000    0.0000    0.0000
2.235    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8026    0.0000    0.0000    0.0000
2.240    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.7872    0.0000    0.0000    0.0000
2.245    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.7640    0.0000    0.0000    0.0000
2.250    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.7310    0.0000    0.0000    0.0000
2.255    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.6875    0.0000    0.0000    0.0000
2.260    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.6252    0.0000    0.0000    0.0000
2.265    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.5455    0.0000    0.0000    0.0000
2.270    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.4441    0.0000    0.0000    0.0000
2.275    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.3195    0.0000    0.0000    0.0000
2.280    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.1715    0.0000    0.0000    0.0000
2.285    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.0015    0.0000    0.0000    0.0000
2.290    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    1.8130    0.0000    0.0000    0.0000
2.295    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    1.6109    0.0000    0.0000    0.0000
2.300    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    1.4027    0.0000    0.0000    0.0000
2.305    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    1.1936    0.0000    0.0000    0.0000
2.310    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.9932    0.0000    0.0000    0.0000
2.315    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.8058    0.0000    0.0000    0.0000
2.320    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.6367    0.0000    0.0000    0.0000
2.325    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.4900    0.0000    0.0000    0.0000
2.330    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.3669    0.0000    0.0000    0.0000
2.335    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.2668    0.0000    0.0000    0.0000
2.340    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.1886    0.0000    0.0000    0.0000
2.345    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.1294    0.0000    0.0000    0.0000
2.350    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0860    0.0000    0.0000    0.0000
2.355    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0555    0.0000    0.0000    0.0000
2.360    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0347    0.0000    0.0000    0.0000
2.365    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0210    0.0000    0.0000    0.0000
2.370    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0123    0.0000    0.0000    0.0000
2.375    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0070    0.0000    0.0000    0.0000
2.380    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0039    0.0000    0.0000    0.0000
2.385    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0021    0.0000    0.0000    0.0000
2.390    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0011    0.0000    0.0000    0.0000
2.395    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0005    0.0000    0.0000    0.0000
2.400    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0003    0.0000    0.0000    0.0000
2.405    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0001    0.0000    0.0000    0.0000
2.410    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0001    0.0000    0.0000    0.0000
2.415    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
2.420    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
2.425    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
2.430    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
2.435    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
2.440    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
2.445    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
2.450    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
2.455    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
2.460    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
2.465    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
2.470    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
2.475    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
2.480    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
2.485    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
2.490    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
2.495    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
2.500    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
2.505    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
2.510    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
2.515    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
2.520    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
2.525    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
2.530    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
2.535    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
2.540    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
2.545    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
2.550    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
2.555    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
2.560    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
2.565    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
2.570    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
2.575    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
2.580    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
2.585    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
2.590    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
2.595    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
