X0             Y0             Theta          X              Y              
15.0000        15.0000        3.2445         10.0007        14.4836        
15.0000        15.0000        3.4190         10.0007        13.5764        
15.0000        15.0000        3.5935         10.0007        12.5732        
15.0000        15.0000        3.7680         10.0006        11.3822        
15.0000        15.0000        3.9425         10.0006        9.8429         
15.0000        15.0000        4.1136         11.4813        9.8429         
15.0000        15.0000        4.2847         12.6496        9.8431         
15.0000        15.0000        4.4559         13.6473        9.8432         
15.0000        15.0000        4.6270         14.5585        9.8432         
15.0000        15.0000        4.7981         15.4430        9.8432         
15.0000        15.0000        4.9692         16.3543        9.8431         
15.0000        15.0000        5.1403         17.3521        9.8432         
15.0000        15.0000        5.3114         18.5208        9.8431         
15.0000        15.0000        5.4826         20.0005        9.8427         
15.0000        15.0000        -0.6262        20.0016        11.3824        
15.0000        15.0000        -0.4517        20.0016        12.5732        
15.0000        15.0000        -0.2773        20.0017        13.5764        
15.0000        15.0000        -0.1028        20.0017        14.4838        
15.0000        15.0000        0.0716         20.0018        15.3587        
15.0000        15.0000        0.2460         20.0018        16.2561        
15.0000        15.0000        0.4205         20.0020        17.2367        
15.0000        15.0000        0.5949         20.0021        18.3851        
15.0000        15.0000        0.7694         20.0022        19.8435        
15.0000        15.0000        0.9475         18.4830        19.8444        
15.0000        15.0000        1.1255         17.3119        19.8443        
15.0000        15.0000        1.3036         16.3261        19.8443        
15.0000        15.0000        1.4817         15.4329        19.8443        
15.0000        15.0000        1.6597         14.5680        19.8442        
15.0000        15.0000        1.8378         13.6749        19.8442        
15.0000        15.0000        2.0159         12.6894        19.8440        
15.0000        15.0000        2.1939         11.5189        19.8438        
15.0000        15.0000        2.3720         10.0012        19.8433        
15.0000        15.0000        2.5465         10.0009        18.3841        
15.0000        15.0000        2.7210         10.0007        17.2360        
15.0000        15.0000        2.8955         10.0007        16.2557        
15.0000        15.0000        3.0700         10.0008        15.3584        
15.0000        25.0000        3.2445         10.0011        24.4839        
15.0000        25.0000        3.4190         10.0009        23.5766        
15.0000        25.0000        3.5935         10.0010        22.5735        
15.0000        25.0000        3.7680         10.0009        21.3825        
15.0000        25.0000        3.9425         10.0009        19.8437        
15.0000        25.0000        4.1136         11.4821        19.8440        
15.0000        25.0000        4.2848         12.6503        19.8441        
15.0000        25.0000        4.4559         13.6479        19.8443        
15.0000        25.0000        4.6270         14.5589        19.8443        
15.0000        25.0000        4.7982         15.4433        19.8445        
15.0000        25.0000        4.9693         16.3544        19.8444        
15.0000        25.0000        5.1404         17.3522        19.8444        
15.0000        25.0000        5.3115         18.5207        19.8445        
15.0000        25.0000        5.4827         20.0022        19.8441        
15.0000        25.0000        -0.6261        20.0024        21.3825        
15.0000        25.0000        -0.4517        20.0025        22.5731        
15.0000        25.0000        -0.2773        20.0027        23.5762        
15.0000        25.0000        -0.1029        20.0029        24.4835        
15.0000        25.0000        0.0715         20.0029        25.3585        
15.0000        25.0000        0.2460         20.0031        26.2560        
15.0000        25.0000        0.4204         20.0032        27.2365        
15.0000        25.0000        0.5948         20.0034        28.3848        
15.0000        25.0000        0.7692         20.0038        29.8441        
15.0000        25.0000        0.9473         18.4849        29.8452        
15.0000        25.0000        1.1254         17.3133        29.8452        
15.0000        25.0000        1.3034         16.3271        29.8450        
15.0000        25.0000        1.4815         15.4337        29.8450        
15.0000        25.0000        1.6596         14.5686        29.8449        
15.0000        25.0000        1.8377         13.6754        29.8448        
15.0000        25.0000        2.0158         12.6898        29.8446        
15.0000        25.0000        2.1938         11.5192        29.8444        
15.0000        25.0000        2.3719         10.0015        29.8439        
15.0000        25.0000        2.5464         10.0012        28.3844        
15.0000        25.0000        2.7209         10.0012        27.2362        
15.0000        25.0000        2.8955         10.0011        26.2559        
15.0000        25.0000        3.0700         10.0011        25.3587        
15.0000        35.0000        3.2445         10.0015        34.4840        
15.0000        35.0000        3.4190         10.0015        33.5769        
15.0000        35.0000        3.5935         10.0015        32.5738        
15.0000        35.0000        3.7680         10.0014        31.3830        
15.0000        35.0000        3.9425         10.0013        29.8443        
15.0000        35.0000        4.1136         11.4825        29.8445        
15.0000        35.0000        4.2848         12.6508        29.8448        
15.0000        35.0000        4.4560         13.6483        29.8448        
15.0000        35.0000        4.6271         14.5594        29.8450        
15.0000        35.0000        4.7983         15.4438        29.8451        
15.0000        35.0000        4.9694         16.3550        29.8452        
15.0000        35.0000        5.1406         17.3528        29.8452        
15.0000        35.0000        5.3117         18.5215        29.8454        
15.0000        35.0000        5.4829         20.0035        29.8452        
15.0000        35.0000        -0.6259        20.0041        31.3827        
15.0000        35.0000        -0.4515        20.0043        32.5731        
15.0000        35.0000        -0.2772        20.0045        33.5762        
15.0000        35.0000        -0.1028        20.0047        34.4837        
15.0000        35.0000        0.0716         20.0049        35.3588        
15.0000        35.0000        0.2459         20.0051        36.2564        
15.0000        35.0000        0.4203         20.0054        37.2372        
15.0000        35.0000        0.5947         20.0056        38.3857        
15.0000        35.0000        0.7691         20.0060        39.8446        
15.0000        35.0000        0.9472         18.4856        39.8451        
15.0000        35.0000        1.1253         17.3138        39.8450        
15.0000        35.0000        1.3033         16.3275        39.8448        
15.0000        35.0000        1.4814         15.4340        39.8446        
15.0000        35.0000        1.6595         14.5689        39.8446        
15.0000        35.0000        1.8376         13.6757        39.8445        
15.0000        35.0000        2.0157         12.6901        39.8443        
15.0000        35.0000        2.1938         11.5196        39.8441        
15.0000        35.0000        2.3719         10.0021        39.8436        
15.0000        35.0000        2.5464         10.0018        38.3841        
15.0000        35.0000        2.7209         10.0017        37.2360        
15.0000        35.0000        2.8954         10.0017        36.2558        
15.0000        35.0000        3.0700         10.0017        35.3587        
15.0000        45.0000        3.2445         10.0022        44.4837        
15.0000        45.0000        3.4190         10.0021        43.5766        
15.0000        45.0000        3.5936         10.0020        42.5735        
15.0000        45.0000        3.7681         10.0020        41.3826        
15.0000        45.0000        3.9426         10.0019        39.8442        
15.0000        45.0000        4.1138         11.4833        39.8443        
15.0000        45.0000        4.2850         12.6515        39.8444        
15.0000        45.0000        4.4561         13.6491        39.8446        
15.0000        45.0000        4.6273         14.5602        39.8448        
15.0000        45.0000        4.7985         15.4448        39.8449        
15.0000        45.0000        4.9696         16.3561        39.8450        
15.0000        45.0000        5.1408         17.3542        39.8450        
15.0000        45.0000        5.3120         18.5234        39.8452        
15.0000        45.0000        5.4831         20.0060        39.8451        
15.0000        45.0000        -0.6258        20.0064        41.3822        
15.0000        45.0000        -0.4515        20.0065        42.5726        
15.0000        45.0000        -0.2772        20.0067        43.5757        
15.0000        45.0000        -0.1029        20.0070        44.4832        
15.0000        45.0000        0.0714         20.0072        45.3584        
15.0000        45.0000        0.2457         20.0073        46.2559        
15.0000        45.0000        0.4200         20.0074        47.2365        
15.0000        45.0000        0.5943         20.0077        48.3845        
15.0000        45.0000        0.7687         20.0079        49.8429        
15.0000        45.0000        0.9468         18.4871        49.8434        
15.0000        45.0000        1.1249         17.3150        49.8434        
15.0000        45.0000        1.3031         16.3286        49.8434        
15.0000        45.0000        1.4812         15.4350        49.8433        
15.0000        45.0000        1.6594         14.5700        49.8433        
15.0000        45.0000        1.8375         13.6768        49.8432        
15.0000        45.0000        2.0156         12.6912        49.8431        
15.0000        45.0000        2.1938         11.5208        49.8429        
15.0000        45.0000        2.3719         10.0029        49.8424        
15.0000        45.0000        2.5464         10.0023        48.3837        
15.0000        45.0000        2.7210         10.0022        47.2356        
15.0000        45.0000        2.8955         10.0022        46.2554        
15.0000        45.0000        3.0700         10.0022        45.3584        
15.0000        55.0000        3.2447         10.0024        54.4829        
15.0000        55.0000        3.4192         10.0024        53.5758        
15.0000        55.0000        3.5937         10.0024        52.5728        
15.0000        55.0000        3.7682         10.0024        51.3818        
15.0000        55.0000        3.9427         10.0023        49.8429        
15.0000        55.0000        4.1139         11.4832        49.8431        
15.0000        55.0000        4.2850         12.6513        49.8432        
15.0000        55.0000        4.4561         13.6489        49.8434        
15.0000        55.0000        4.6273         14.5600        49.8434        
15.0000        55.0000        4.7984         15.4447        49.8435        
15.0000        55.0000        4.9695         16.3560        49.8434        
15.0000        55.0000        5.1407         17.3542        49.8435        
15.0000        55.0000        5.3118         18.5234        49.8435        
15.0000        55.0000        5.4829         20.0020        49.8432        
15.0000        55.0000        -0.6260        20.0080        51.3795        
15.0000        55.0000        -0.4517        20.0081        52.5705        
15.0000        55.0000        -0.2774        20.0080        53.5741        
15.0000        55.0000        -0.1031        20.0081        54.4819        
15.0000        55.0000        0.0712         20.0080        55.3572        
15.0000        55.0000        0.2455         20.0080        56.2547        
15.0000        55.0000        0.4198         20.0080        57.2351        
15.0000        55.0000        0.5941         20.0080        58.3827        
15.0000        55.0000        0.7684         20.0079        59.8398        
15.0000        55.0000        0.9466         18.4870        59.8409        
15.0000        55.0000        1.1248         17.3150        59.8412        
15.0000        55.0000        1.3030         16.3286        59.8413        
15.0000        55.0000        1.4811         15.4352        59.8413        
15.0000        55.0000        1.6593         14.5702        59.8413        
15.0000        55.0000        1.8375         13.6770        59.8414        
15.0000        55.0000        2.0157         12.6915        59.8414        
15.0000        55.0000        2.1939         11.5207        59.8414        
15.0000        55.0000        2.3721         10.0027        59.8409        
15.0000        55.0000        2.5466         10.0024        58.3821        
15.0000        55.0000        2.7212         10.0024        57.2344        
15.0000        55.0000        2.8957         10.0024        56.2544        
15.0000        55.0000        3.0702         10.0024        55.3575        
15.0000        65.0000        3.2448         10.0022        64.4822        
15.0000        65.0000        3.4193         10.0022        63.5751        
15.0000        65.0000        3.5938         10.0023        62.5719        
15.0000        65.0000        3.7684         10.0023        61.3809        
15.0000        65.0000        3.9429         10.0023        59.8414        
15.0000        65.0000        4.1140         11.4829        59.8415        
15.0000        65.0000        4.2851         12.6511        59.8416        
15.0000        65.0000        4.4562         13.6488        59.8416        
15.0000        65.0000        4.6273         14.5601        59.8416        
15.0000        65.0000        4.7984         15.4449        59.8415        
15.0000        65.0000        4.9695         16.3565        59.8414        
15.0000        65.0000        5.1406         17.3551        59.8412        
15.0000        65.0000        5.3118         18.5246        59.8411        
15.0000        65.0000        5.4829         20.0075        59.8403        
15.0000        65.0000        -0.6260        20.0077        61.3793        
15.0000        65.0000        -0.4517        20.0074        62.5706        
15.0000        65.0000        -0.2774        20.0073        63.5742        
15.0000        65.0000        -0.1031        20.0070        64.4819        
15.0000        65.0000        0.0712         20.0068        65.3571        
15.0000        65.0000        0.2455         20.0067        66.2544        
15.0000        65.0000        0.4198         20.0064        67.2345        
15.0000        65.0000        0.5941         20.0062        68.3818        
15.0000        65.0000        0.7684         20.0059        69.8382        
15.0000        65.0000        0.9466         18.4854        69.8392        
15.0000        65.0000        1.1248         17.3138        69.8396        
15.0000        65.0000        1.3030         16.3278        69.8398        
15.0000        65.0000        1.4812         15.4346        69.8400        
15.0000        65.0000        1.6594         14.5698        69.8401        
15.0000        65.0000        1.8377         13.6768        69.8401        
15.0000        65.0000        2.0159         12.6912        69.8403        
15.0000        65.0000        2.1941         11.5206        69.8401        
