X0             Y0             Theta          X              Y              
15.0000        15.0000        3.1653         10.0005        14.8815        
15.0000        15.0000        3.2129         10.0005        14.6429        
15.0000        15.0000        3.2605         10.0006        14.4027        
15.0000        15.0000        3.3081         10.0005        14.1597        
15.0000        15.0000        3.3557         10.0006        13.9128        
15.0000        15.0000        3.4033         10.0005        13.6607        
15.0000        15.0000        3.4509         10.0006        13.4022        
15.0000        15.0000        3.4985         10.0005        13.1356        
15.0000        15.0000        3.5461         10.0005        12.8594        
15.0000        15.0000        3.5938         10.0005        12.5717        
15.0000        15.0000        3.6414         10.0006        12.2703        
15.0000        15.0000        3.6890         10.0005        11.9528        
15.0000        15.0000        3.7366         10.0005        11.6164        
15.0000        15.0000        3.7842         10.0005        11.2575        
15.0000        15.0000        3.8318         10.0005        10.8722        
15.0000        15.0000        3.8794         10.0005        10.4552        
15.0000        15.0000        3.9270         10.0005        10.0006        
15.0000        15.0000        3.9746         10.4552        10.0005        
15.0000        15.0000        4.0222         10.8722        10.0005        
15.0000        15.0000        4.0698         11.2575        10.0005        
15.0000        15.0000        4.1174         11.6164        10.0005        
15.0000        15.0000        4.1650         11.9528        10.0005        
15.0000        15.0000        4.2126         12.2703        10.0006        
15.0000        15.0000        4.2602         12.5717        10.0005        
15.0000        15.0000        4.3078         12.8594        10.0005        
15.0000        15.0000        4.3554         13.1356        10.0005        
15.0000        15.0000        4.4030         13.4022        10.0006        
15.0000        15.0000        4.4507         13.6607        10.0005        
15.0000        15.0000        4.4983         13.9128        10.0006        
15.0000        15.0000        4.5459         14.1597        10.0005        
15.0000        15.0000        4.5935         14.4027        10.0006        
15.0000        15.0000        4.6411         14.6429        10.0005        
15.0000        15.0000        4.6887         14.8815        10.0005        
15.0000        15.0000        4.7363         15.1195        10.0005        
15.0000        15.0000        4.7839         15.3581        10.0006        
15.0000        15.0000        4.8315         15.5983        10.0006        
15.0000        15.0000        4.8791         15.8413        10.0006        
15.0000        15.0000        4.9267         16.0882        10.0006        
15.0000        15.0000        4.9743         16.3403        10.0006        
15.0000        15.0000        5.0219         16.5989        10.0006        
15.0000        15.0000        5.0695         16.8655        10.0006        
15.0000        15.0000        5.1171         17.1417        10.0006        
15.0000        15.0000        5.1647         17.4295        10.0006        
15.0000        15.0000        5.2123         17.7309        10.0005        
15.0000        15.0000        5.2600         18.0485        10.0006        
15.0000        15.0000        5.3076         18.3850        10.0005        
15.0000        15.0000        5.3552         18.7439        10.0006        
15.0000        15.0000        5.4028         19.1294        10.0006        
15.0000        15.0000        5.4504         19.5465        10.0006        
15.0000        15.0000        5.4980         20.0008        10.0006        
15.0000        15.0000        -0.7376        20.0011        10.4554        
15.0000        15.0000        -0.6900        20.0011        10.8723        
15.0000        15.0000        -0.6424        20.0011        11.2576        
15.0000        15.0000        -0.5948        20.0011        11.6164        
15.0000        15.0000        -0.5472        20.0011        11.9528        
15.0000        15.0000        -0.4996        20.0011        12.2702        
