X0             Y0             Theta          X              Y              
15.0000        15.0000        3.1653         10.0003        14.8812        
15.0000        15.0000        3.2129         10.0004        14.6426        
15.0000        15.0000        3.2606         10.0003        14.4024        
15.0000        15.0000        3.3082         10.0004        14.1595        
15.0000        15.0000        3.3558         10.0005        13.9126        
15.0000        15.0000        3.4034         10.0004        13.6605        
15.0000        15.0000        3.4510         10.0003        13.4019        
15.0000        15.0000        3.4986         10.0004        13.1354        
15.0000        15.0000        3.5462         10.0004        12.8592        
15.0000        15.0000        3.5938         10.0003        12.5714        
15.0000        15.0000        3.6414         10.0003        12.2701        
15.0000        15.0000        3.6890         10.0004        11.9527        
15.0000        15.0000        3.7366         10.0003        11.6162        
15.0000        15.0000        3.7842         10.0004        11.2574        
15.0000        15.0000        3.8318         10.0003        10.8720        
15.0000        15.0000        3.8794         10.0003        10.4550        
15.0000        15.0000        3.9270         10.0003        10.0003        
15.0000        15.0000        3.9746         10.4550        10.0003        
15.0000        15.0000        4.0222         10.8720        10.0003        
15.0000        15.0000        4.0698         11.2574        10.0004        
15.0000        15.0000        4.1174         11.6162        10.0003        
15.0000        15.0000        4.1650         11.9527        10.0004        
15.0000        15.0000        4.2126         12.2701        10.0003        
15.0000        15.0000        4.2602         12.5714        10.0003        
15.0000        15.0000        4.3078         12.8592        10.0004        
15.0000        15.0000        4.3554         13.1354        10.0004        
15.0000        15.0000        4.4030         13.4019        10.0003        
15.0000        15.0000        4.4506         13.6605        10.0004        
15.0000        15.0000        4.4982         13.9126        10.0003        
15.0000        15.0000        4.5458         14.1595        10.0004        
15.0000        15.0000        4.5934         14.4024        10.0003        
15.0000        15.0000        4.6410         14.6426        10.0004        
15.0000        15.0000        4.6886         14.8812        10.0003        
15.0000        15.0000        4.7362         15.1193        10.0004        
15.0000        15.0000        4.7838         15.3578        10.0004        
15.0000        15.0000        4.8314         15.5981        10.0004        
15.0000        15.0000        4.8790         15.8410        10.0004        
15.0000        15.0000        4.9267         16.0879        10.0004        
15.0000        15.0000        4.9743         16.3400        10.0004        
15.0000        15.0000        5.0219         16.5986        10.0005        
15.0000        15.0000        5.0695         16.8651        10.0004        
15.0000        15.0000        5.1171         17.1414        10.0004        
15.0000        15.0000        5.1647         17.4291        10.0004        
15.0000        15.0000        5.2123         17.7305        10.0005        
15.0000        15.0000        5.2599         18.0480        10.0004        
15.0000        15.0000        5.3075         18.3845        10.0004        
15.0000        15.0000        5.3551         18.7433        10.0005        
15.0000        15.0000        5.4027         19.1287        10.0005        
15.0000        15.0000        5.4503         19.5458        10.0004        
15.0000        15.0000        5.4979         20.0000        10.0005        
15.0000        15.0000        -0.7377        20.0008        10.4549        
15.0000        15.0000        -0.6901        20.0007        10.8718        
15.0000        15.0000        -0.6425        20.0008        11.2572        
15.0000        15.0000        -0.5949        20.0007        11.6161        
15.0000        15.0000        -0.5473        20.0007        11.9525        
15.0000        15.0000        -0.4997        20.0008        12.2699        
15.0000        15.0000        -0.4521        20.0008        12.5712        
15.0000        15.0000        -0.4045        20.0009        12.8589        
15.0000        15.0000        -0.3569        20.0008        13.1352        
15.0000        15.0000        -0.3093        20.0008        13.4018        
15.0000        15.0000        -0.2617        20.0008        13.6604        
15.0000        15.0000        -0.2141        20.0008        13.9125        
15.0000        15.0000        -0.1665        20.0008        14.1594        
15.0000        15.0000        -0.1189        20.0009        14.4024        
15.0000        15.0000        -0.0713        20.0008        14.6426        
15.0000        15.0000        -0.0237        20.0009        14.8812        
15.0000        15.0000        0.0238         20.0009        15.1193        
15.0000        15.0000        0.0714         20.0008        15.3579        
15.0000        15.0000        0.1190         20.0008        15.5981        
15.0000        15.0000        0.1666         20.0009        15.8411        
15.0000        15.0000        0.2142         20.0010        16.0881        
15.0000        15.0000        0.2618         20.0009        16.3401        
15.0000        15.0000        0.3094         20.0009        16.5988        
15.0000        15.0000        0.3570         20.0009        16.8654        
15.0000        15.0000        0.4046         20.0009        17.1417        
15.0000        15.0000        0.4522         20.0010        17.4294        
15.0000        15.0000        0.4998         20.0009        17.7308        
15.0000        15.0000        0.5474         20.0010        18.0483        
15.0000        15.0000        0.5950         20.0010        18.3849        
15.0000        15.0000        0.6426         20.0010        18.7438        
15.0000        15.0000        0.6902         20.0010        19.1292        
15.0000        15.0000        0.7378         20.0011        19.5463        
15.0000        15.0000        0.7854         20.0011        20.0010        
15.0000        15.0000        0.8330         19.5463        20.0011        
15.0000        15.0000        0.8806         19.1292        20.0010        
15.0000        15.0000        0.9282         18.7438        20.0010        
15.0000        15.0000        0.9758         18.3849        20.0010        
15.0000        15.0000        1.0234         18.0483        20.0010        
15.0000        15.0000        1.0710         17.7308        20.0009        
15.0000        15.0000        1.1186         17.4294        20.0010        
15.0000        15.0000        1.1662         17.1417        20.0009        
15.0000        15.0000        1.2138         16.8654        20.0009        
15.0000        15.0000        1.2614         16.5988        20.0009        
15.0000        15.0000        1.3090         16.3401        20.0009        
15.0000        15.0000        1.3566         16.0880        20.0008        
15.0000        15.0000        1.4042         15.8411        20.0009        
15.0000        15.0000        1.4518         15.5981        20.0008        
15.0000        15.0000        1.4994         15.3579        20.0008        
15.0000        15.0000        1.5469         15.1193        20.0009        
15.0000        15.0000        1.5945         14.8812        20.0009        
15.0000        15.0000        1.6421         14.6426        20.0008        
15.0000        15.0000        1.6897         14.4024        20.0009        
15.0000        15.0000        1.7373         14.1594        20.0008        
15.0000        15.0000        1.7849         13.9125        20.0008        
15.0000        15.0000        1.8325         13.6604        20.0008        
15.0000        15.0000        1.8801         13.4018        20.0008        
15.0000        15.0000        1.9277         13.1352        20.0008        
15.0000        15.0000        1.9753         12.8590        20.0007        
15.0000        15.0000        2.0229         12.5712        20.0008        
15.0000        15.0000        2.0705         12.2699        20.0008        
15.0000        15.0000        2.1181         11.9525        20.0007        
15.0000        15.0000        2.1657         11.6161        20.0007        
15.0000        15.0000        2.2133         11.2572        20.0008        
15.0000        15.0000        2.2609         10.8718        20.0007        
15.0000        15.0000        2.3085         10.4549        20.0008        
15.0000        15.0000        2.3561         10.0007        20.0007        
15.0000        15.0000        2.4037         10.0004        19.5458        
15.0000        15.0000        2.4513         10.0005        19.1287        
15.0000        15.0000        2.4989         10.0005        18.7433        
15.0000        15.0000        2.5465         10.0004        18.3845        
15.0000        15.0000        2.5941         10.0004        18.0480        
15.0000        15.0000        2.6417         10.0005        17.7305        
15.0000        15.0000        2.6893         10.0004        17.4291        
15.0000        15.0000        2.7369         10.0004        17.1414        
15.0000        15.0000        2.7845         10.0004        16.8651        
15.0000        15.0000        2.8321         10.0005        16.5986        
15.0000        15.0000        2.8797         10.0004        16.3400        
15.0000        15.0000        2.9273         10.0004        16.0879        
15.0000        15.0000        2.9749         10.0004        15.8410        
15.0000        15.0000        3.0225         10.0004        15.5981        
15.0000        15.0000        3.0701         10.0004        15.3578        
15.0000        15.0000        3.1177         10.0004        15.1193        
15.0000        25.0000        3.1653         10.0006        24.8815        
15.0000        25.0000        3.2129         10.0005        24.6429        
15.0000        25.0000        3.2605         10.0006        24.4027        
15.0000        25.0000        3.3081         10.0005        24.1598        
15.0000        25.0000        3.3557         10.0006        23.9129        
15.0000        25.0000        3.4033         10.0006        23.6609        
15.0000        25.0000        3.4509         10.0005        23.4023        
15.0000        25.0000        3.4985         10.0006        23.1357        
15.0000        25.0000        3.5461         10.0006        22.8595        
15.0000        25.0000        3.5937         10.0005        22.5718        
15.0000        25.0000        3.6413         10.0005        22.2704        
